feature_name,feature_length,feature_count,feature_mut_rate,feature_A3A_rate,feature_G_count,feature_C_count,feature_A_count,feature_T_count,feature_direction,feature_tct_count,feature_tca_count,feature_tcg_count,feature_aga_count,feature_tga_count,feature_cga_count,feature_A3A_motifs_top,feature_A3A_motifs_bottom,feature_chromosome,feature_start,feature_end
YGR221C,201,3,0.014925373134328358,0.014925373134328358,2,1,0,0,-,34,41,25,41,37,22,100,100,ref|NC_001139|,939262,939062
YCL040W,201,3,0.014925373134328358,0.014925373134328358,2,1,0,0,+,17,31,23,28,31,26,71,85,ref|NC_001135|,50687,50887
YNL135C,201,3,0.014925373134328358,0.014925373134328358,2,1,0,0,-,3,5,5,3,9,3,13,15,ref|NC_001146|,372330,372130
YNL143C,201,3,0.014925373134328358,0.014925373134328358,2,1,0,0,-,12,1,6,8,9,5,19,22,ref|NC_001146|,357286,357086
YLR146W-A,201,3,0.014925373134328358,0.014925373134328358,2,1,0,0,+,3,5,1,3,4,5,9,12,ref|NC_001144|,433770,433970
YAL016W,201,3,0.014925373134328358,0.014925373134328358,3,0,0,0,+,35,38,15,48,54,17,88,119,ref|NC_001133|,124686,124886
YNR033W,201,3,0.014925373134328358,0.014925373134328358,1,2,0,0,+,28,44,11,58,53,24,83,135,ref|NC_001146|,687267,687467
YNR032C-A,201,3,0.014925373134328358,0.014925373134328358,2,1,0,0,-,2,3,0,6,9,1,5,16,ref|NC_001146|,687564,687364
YPL039W,201,3,0.014925373134328358,0.014925373134328358,1,2,0,0,+,12,18,10,14,26,10,40,50,ref|NC_001148|,479068,479268
YBR298C-A,201,3,0.014925373134328358,0.014925373134328358,0,3,0,0,-,3,5,1,6,4,3,9,13,ref|NC_001134|,805356,805156
YOR023C,201,3,0.014925373134328358,0.014925373134328358,1,2,0,0,-,29,39,13,35,34,16,81,85,ref|NC_001147|,377982,377782
YLR124W,201,3,0.014925373134328358,0.014925373134328358,2,1,0,0,+,6,8,2,7,5,2,16,14,ref|NC_001144|,391500,391700
YPR192W,201,3,0.014925373134328358,0.014925373134328358,2,1,0,0,+,19,6,19,8,15,9,44,32,ref|NC_001148|,921743,921943
YIL113W,201,3,0.014925373134328358,0.014925373134328358,2,1,0,0,+,8,10,6,19,17,12,24,48,ref|NC_001141|,150427,150627
YGL228W,201,3,0.014925373134328358,0.014925373134328358,1,2,0,0,+,20,36,16,52,45,20,72,117,ref|NC_001139|,67318,67518
YHL047C,201,3,0.014925373134328358,0.014925373134328358,1,2,0,0,-,32,36,22,31,35,10,90,76,ref|NC_001140|,10589,10389
YHL048W,201,3,0.014925373134328358,0.014925373134328358,1,2,0,0,+,22,15,13,24,24,14,50,62,ref|NC_001140|,6294,6494
YMR061W,201,3,0.014925373134328358,0.014925373134328358,0,3,0,0,+,25,41,15,56,43,21,81,120,ref|NC_001145|,392639,392839
YGR248W,201,3,0.014925373134328358,0.014925373134328358,0,3,0,0,+,6,11,13,11,14,14,30,39,ref|NC_001139|,985854,986054
YOR024W,201,3,0.014925373134328358,0.014925373134328358,1,2,0,0,+,8,7,2,1,0,2,17,3,ref|NC_001147|,377747,377947
YHL038C,201,3,0.014925373134328358,0.014925373134328358,1,2,0,0,-,21,35,22,47,39,29,78,115,ref|NC_001140|,25644,25444
YAL042W,201,3,0.014925373134328358,0.014925373134328358,3,0,0,0,+,19,25,15,24,24,21,59,69,ref|NC_001133|,61169,61369
YAL040C,201,3,0.014925373134328358,0.014925373134328358,2,1,0,0,-,47,59,16,29,21,14,122,64,ref|NC_001133|,67948,67748
YCL056C,201,3,0.014925373134328358,0.014925373134328358,0,3,0,0,-,4,6,5,8,6,6,15,20,ref|NC_001135|,27483,27283
YLR138W,201,3,0.014925373134328358,0.014925373134328358,1,2,0,0,+,42,51,24,82,74,33,117,189,ref|NC_001144|,418238,418438
YPL048W,201,3,0.014925373134328358,0.014925373134328358,2,1,0,0,+,15,20,16,34,25,19,51,78,ref|NC_001148|,464181,464381
YMR047C,201,3,0.014925373134328358,0.014925373134328358,1,2,0,0,-,41,64,28,44,26,27,133,97,ref|NC_001145|,366892,366692
YAL035W,201,3,0.014925373134328358,0.014925373134328358,2,1,0,0,+,35,35,17,127,82,23,87,232,ref|NC_001133|,76265,76465
YBR276C,201,3,0.014925373134328358,0.014925373134328358,1,2,0,0,-,37,49,19,44,49,24,105,117,ref|NC_001134|,760269,760069
YGR237C,201,3,0.014925373134328358,0.014925373134328358,2,1,0,0,-,30,57,15,61,69,29,102,159,ref|NC_001139|,965815,965615
YBR243C,201,3,0.014925373134328358,0.014925373134328358,2,1,0,0,-,17,22,10,18,26,9,49,53,ref|NC_001134|,706946,706746
YIL100C-A,201,3,0.014925373134328358,0.014925373134328358,2,1,0,0,-,9,3,4,0,2,3,16,5,ref|NC_001141|,177781,177581
YFR031C-A,201,3,0.014925373134328358,0.014925373134328358,2,1,0,0,-,17,18,9,29,18,3,44,50,ref|NC_001138|,221518,221318
YNR014W,201,3,0.014925373134328358,0.014925373134328358,3,0,0,0,+,9,13,15,13,11,6,37,30,ref|NC_001146|,652283,652483
YGR199W,201,3,0.014925373134328358,0.014925373134328358,3,0,0,0,+,47,48,19,38,46,16,114,100,ref|NC_001139|,897377,897577
YHL001W,201,3,0.014925373134328358,0.014925373134328358,3,0,0,0,+,9,14,6,18,19,4,29,41,ref|NC_001140|,104156,104356
YAL011W,201,3,0.014925373134328358,0.014925373134328358,1,2,0,0,+,20,28,12,77,49,32,60,158,ref|NC_001133|,132069,132269
YNL132W,201,3,0.014925373134328358,0.014925373134328358,3,0,0,0,+,57,74,26,81,82,24,157,187,ref|NC_001146|,375130,375330
YIL160C,201,3,0.014925373134328358,0.014925373134328358,2,1,0,0,-,12,23,19,28,18,16,54,62,ref|NC_001141|,41544,41344
YGL182C,201,3,0.014925373134328358,0.014925373134328358,1,2,0,0,-,14,8,3,4,3,7,25,14,ref|NC_001139|,157696,157496
YBR230C,201,3,0.014925373134328358,0.014925373134328358,3,0,0,0,-,18,8,3,10,8,4,29,22,ref|NC_001134|,680371,680171
YHL011C,201,3,0.014925373134328358,0.014925373134328358,2,1,0,0,-,16,17,11,24,19,6,44,49,ref|NC_001140|,81816,81616
YOR035C,201,3,0.014925373134328358,0.014925373134328358,2,1,0,0,-,33,40,17,52,62,30,90,144,ref|NC_001147|,400204,400004
YFR035C,201,3,0.014925373134328358,0.014925373134328358,3,0,0,0,-,9,5,5,2,6,5,19,13,ref|NC_001138|,226565,226365
YFR030W,201,3,0.014925373134328358,0.014925373134328358,1,2,0,0,+,59,71,31,74,71,30,161,175,ref|NC_001138|,213093,213293
YFR037C,201,3,0.014925373134328358,0.014925373134328358,0,3,0,0,-,16,31,15,52,31,36,62,119,ref|NC_001138|,229319,229119
YML097C,201,3,0.014925373134328358,0.014925373134328358,2,1,0,0,-,19,21,7,53,37,17,47,107,ref|NC_001145|,79846,79646
YIL074C,201,3,0.014925373134328358,0.014925373134328358,1,2,0,0,-,30,32,15,27,36,6,77,69,ref|NC_001141|,222724,222524
YNR013C,201,3,0.014925373134328358,0.014925373134328358,0,3,0,0,-,71,53,26,35,62,20,150,117,ref|NC_001146|,651909,651709
YGR201C,201,3,0.014925373134328358,0.014925373134328358,2,1,0,0,-,8,5,8,13,25,10,21,48,ref|NC_001139|,903319,903119
YGR215W,201,3,0.014925373134328358,0.014925373134328358,1,2,0,0,+,5,4,2,13,10,4,11,27,ref|NC_001139|,922010,922210
YPR172W,201,3,0.014925373134328358,0.014925373134328358,2,1,0,0,+,8,13,3,12,15,9,24,36,ref|NC_001148|,885675,885875
YLR168C,201,3,0.014925373134328358,0.014925373134328358,1,2,0,0,-,8,12,3,12,18,7,23,37,ref|NC_001144|,500796,500596
YCL036W,201,3,0.014925373134328358,0.014925373134328358,2,1,0,0,+,21,24,16,44,29,23,61,96,ref|NC_001135|,58874,59074
YCL034W,201,3,0.014925373134328358,0.014925373134328358,1,2,0,0,+,21,27,12,23,27,23,60,73,ref|NC_001135|,61508,61708
YLR448W,201,3,0.014925373134328358,0.014925373134328358,2,1,0,0,+,12,17,2,24,27,4,31,55,ref|NC_001144|,1028688,1028888
YGR099W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,34,39,20,43,63,25,93,131,ref|NC_001139|,687719,687919
YHR066W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,20,27,7,55,35,12,54,102,ref|NC_001140|,229181,229381
YNR043W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,19,22,12,21,31,10,53,62,ref|NC_001146|,701759,701959
YGR285C,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,-,17,21,10,48,45,17,48,110,ref|NC_001139|,1063285,1063085
YDR524C-B,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,5,1,6,2,0,0,12,2,ref|NC_001136|,1489898,1489698
YDR524W-C,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,5,2,0,2,1,0,7,3,ref|NC_001136|,1489303,1489503
YDR316W,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,+,16,17,15,52,35,16,48,103,ref|NC_001136|,1093626,1093826
YOR323C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,16,18,10,29,34,14,44,77,ref|NC_001147|,923040,922840
YOR324C,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,-,27,42,22,45,43,24,91,112,ref|NC_001147|,925297,925097
YMR264W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,6,10,3,19,17,4,19,40,ref|NC_001145|,795659,795859
YGR054W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,33,37,13,44,33,11,83,88,ref|NC_001139|,596403,596603
YOL103W,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,+,35,37,16,28,36,12,88,76,ref|NC_001147|,123694,123894
YEL054C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,6,8,6,15,12,1,20,28,ref|NC_001137|,53354,53154
YHR070W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,13,32,17,28,28,23,62,79,ref|NC_001140|,234719,234919
YGR270C-A,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,-,10,10,2,1,2,1,22,4,ref|NC_001139|,1027700,1027500
YGR105W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,1,4,2,3,4,2,7,9,ref|NC_001139|,698121,698321
YNL292W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,14,12,7,38,35,10,33,83,ref|NC_001146|,82646,82846
YGR114C,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,-,22,15,7,3,3,1,44,7,ref|NC_001139|,720754,720554
YJR139C,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,-,28,25,5,13,29,7,58,49,ref|NC_001142|,690736,690536
YEL050C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,16,15,14,42,24,11,45,77,ref|NC_001137|,61131,60931
YGR112W,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,+,15,20,10,34,24,16,45,74,ref|NC_001139|,717200,717400
YOL125W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,15,20,14,35,29,24,49,88,ref|NC_001147|,83420,83620
YDR295C,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,-,27,38,12,55,40,23,77,118,ref|NC_001136|,1055010,1054810
YNL042W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,18,23,11,23,25,11,52,59,ref|NC_001146|,547235,547435
YDR320C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,29,38,11,59,55,17,78,131,ref|NC_001136|,1108237,1108037
YJL043W,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,+,6,12,5,11,13,17,23,41,ref|NC_001142|,359960,360160
YJL047C,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,-,24,56,13,70,64,38,93,172,ref|NC_001142|,352208,352008
YDR296W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,10,9,3,21,11,4,22,36,ref|NC_001136|,1055078,1055278
YJL044C,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,-,18,22,8,25,42,25,48,92,ref|NC_001142|,359825,359625
YDR319C,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,-,19,23,3,8,11,5,45,24,ref|NC_001136|,1105974,1105774
YGR109C,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,-,11,25,8,19,32,13,44,64,ref|NC_001139|,706695,706495
YNR047W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,53,70,22,71,59,43,145,173,ref|NC_001146|,708358,708558
YGR093W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,20,28,12,35,38,21,60,94,ref|NC_001139|,670202,670402
YGR049W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,8,15,2,8,9,1,25,18,ref|NC_001139|,591131,591331
YGR106C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,16,19,8,13,27,8,43,48,ref|NC_001139|,699946,699746
YOL122C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,25,34,15,36,26,16,74,78,ref|NC_001147|,91657,91457
YJR161C,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,-,22,16,9,23,27,9,47,59,ref|NC_001142|,744099,743899
YDR525W-A,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,5,5,1,2,5,2,11,9,ref|NC_001136|,1490496,1490696
YJR151W-A,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,+,2,0,2,0,1,0,4,1,ref|NC_001142|,717480,717680
YNR038W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,29,39,23,48,53,19,91,120,ref|NC_001146|,695450,695650
YOL111C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,10,12,6,11,12,13,28,36,ref|NC_001147|,109185,108985
YGR078C,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,-,5,11,5,16,9,16,21,41,ref|NC_001139|,640502,640302
YEL065W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,29,36,21,34,26,11,86,71,ref|NC_001137|,27245,27445
YGR256W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,22,32,9,25,24,20,63,69,ref|NC_001139|,1004517,1004717
YEL066W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,3,7,6,12,10,8,16,30,ref|NC_001137|,26017,26217
YJL066C,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,-,16,12,3,16,20,8,31,44,ref|NC_001142|,315010,314810
YHR075C,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,-,14,24,5,30,18,11,43,59,ref|NC_001140|,249800,249600
YGR271C-A,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,-,8,8,2,37,20,3,18,60,ref|NC_001139|,1038601,1038401
YEL060C,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,-,31,38,22,46,44,25,91,115,ref|NC_001137|,42108,41908
YGR068C,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,-,19,30,25,41,30,25,74,96,ref|NC_001139|,627257,627057
YOR332W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,6,9,10,21,25,12,25,58,ref|NC_001147|,943525,943725
YGR069W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,8,8,3,10,1,4,19,15,ref|NC_001139|,626983,627183
YOR200W,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,+,8,7,5,3,4,3,20,10,ref|NC_001147|,720317,720517
YNR040W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,13,24,10,18,12,8,47,38,ref|NC_001146|,699590,699790
YJL073W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,21,39,17,42,43,24,77,109,ref|NC_001142|,302961,303161
YJL068C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,13,14,5,19,20,10,32,49,ref|NC_001142|,314079,313879
YOR198C,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,-,17,32,10,62,42,14,59,118,ref|NC_001147|,720398,720198
YDR306C,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,-,23,28,12,33,35,12,63,80,ref|NC_001136|,1075442,1075242
YDR541C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,15,22,2,29,22,9,39,60,ref|NC_001136|,1521019,1520819
YGR261C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,36,52,19,63,61,23,107,147,ref|NC_001139|,1016913,1016713
YDR532C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,11,20,3,33,26,17,34,76,ref|NC_001136|,1500893,1500693
YJL052W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,16,19,11,24,22,13,46,59,ref|NC_001142|,338057,338257
YJR146W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,11,6,5,4,3,4,22,11,ref|NC_001142|,703785,703985
YJL054W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,15,24,13,48,28,17,52,93,ref|NC_001142|,334122,334322
YGR262C,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,-,11,15,11,21,18,9,37,48,ref|NC_001139|,1017904,1017704
YOR195W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,19,49,13,83,89,35,81,207,ref|NC_001147|,712696,712896
YNR034W-A,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,1,11,5,7,2,5,17,14,ref|NC_001146|,692461,692661
YDR308C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,3,4,1,19,15,4,8,38,ref|NC_001136|,1078590,1078390
YGR091W,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,+,21,36,9,47,25,15,66,87,ref|NC_001139|,666172,666372
YGR083C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,29,33,16,52,35,15,78,102,ref|NC_001139|,646915,646715
YNL295W,201,2,0.009950248756218905,0.0,0,0,2,0,+,13,32,10,49,37,16,55,102,ref|NC_001146|,76697,76897
YGR081C,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,-,11,8,1,24,11,6,20,41,ref|NC_001139|,643884,643684
YDR536W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,28,40,17,35,29,14,85,78,ref|NC_001136|,1507905,1508105
YOR209C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,12,20,15,37,30,10,47,77,ref|NC_001147|,737977,737777
YJL087C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,17,50,11,72,66,26,78,164,ref|NC_001142|,272710,272510
YGR274C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,44,61,19,86,95,23,124,204,ref|NC_001139|,1043203,1043003
YGR062C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,12,21,11,20,13,6,44,39,ref|NC_001139|,617413,617213
YJL061W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,28,48,21,49,56,25,97,130,ref|NC_001142|,319868,320068
YOL112W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,15,22,13,55,38,29,50,122,ref|NC_001147|,106421,106621
YHR001W-A,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,5,6,1,9,2,2,12,13,ref|NC_001140|,107726,107926
YGR133W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,6,10,5,11,15,8,21,34,ref|NC_001139|,756796,756996
YNR031C,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,-,66,88,33,115,134,47,187,296,ref|NC_001146|,685533,685333
YOR259C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,9,26,9,42,46,10,44,98,ref|NC_001147|,813857,813657
YDR421W,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,+,38,48,24,81,74,43,110,198,ref|NC_001136|,1311875,1312075
YGR175C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,24,27,13,35,47,13,64,95,ref|NC_001139|,848621,848421
YGR174W-A,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,+,2,2,0,1,2,0,4,3,ref|NC_001139|,846555,846755
YNR006W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,22,35,13,59,48,17,70,124,ref|NC_001146|,636824,637024
YGR170W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,49,80,22,90,85,41,151,216,ref|NC_001139|,837042,837242
YMR316W,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,+,9,23,11,30,17,12,43,59,ref|NC_001145|,904383,904583
YMR316C-A,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,-,11,6,2,0,6,2,19,8,ref|NC_001145|,906073,905873
YNR003C,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,-,14,15,9,29,18,11,38,58,ref|NC_001146|,635449,635249
YGR164W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,3,8,3,9,5,6,14,20,ref|NC_001139|,828525,828725
YJR034W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,4,6,5,11,8,7,15,26,ref|NC_001142|,496480,496680
YNR018W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,7,13,14,23,10,10,34,43,ref|NC_001146|,663777,663977
YNR001W-A,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,1,4,3,1,3,2,8,6,ref|NC_001146|,631163,631363
YHR060W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,3,10,4,23,15,6,17,44,ref|NC_001140|,220595,220795
YNR001C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,17,19,12,36,30,11,48,77,ref|NC_001146|,631368,631168
YNR066C,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,-,23,32,14,27,31,19,69,77,ref|NC_001146|,755135,754935
YJR018W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,10,4,7,3,8,4,21,15,ref|NC_001142|,466388,466588
YGR230W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,7,10,5,11,8,3,22,22,ref|NC_001139|,951649,951849
YOR252W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,6,12,3,21,13,4,21,38,ref|NC_001147|,803535,803735
YJR017C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,4,12,8,17,7,14,24,38,ref|NC_001142|,467208,467008
YHL027W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,35,36,17,39,37,14,88,90,ref|NC_001140|,50869,51069
YHR025W,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,+,22,16,10,18,17,12,48,47,ref|NC_001140|,159293,159493
YJR091C,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,-,51,57,28,52,56,42,136,150,ref|NC_001142|,598506,598306
YJR092W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,51,87,39,132,117,55,177,304,ref|NC_001142|,598635,598835
YDR370C,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,-,17,29,11,41,25,8,57,74,ref|NC_001136|,1219275,1219075
YOR273C,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,-,35,27,23,37,33,18,85,88,ref|NC_001147|,836732,836532
YGR176W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,3,5,6,8,2,14,14,24,ref|NC_001139|,848620,848820
YJR053W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,22,39,8,56,49,23,69,128,ref|NC_001142|,533927,534127
YDR415C,201,2,0.009950248756218905,0.004975124378109453,1,0,1,0,-,16,23,8,28,23,11,47,62,ref|NC_001136|,1298315,1298115
YMR308C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,47,59,31,66,87,31,137,184,ref|NC_001145|,892468,892268
YHR001W,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,17,21,8,35,26,13,46,74,ref|NC_001140|,105863,106063
YMR311C,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,-,0,8,3,33,21,15,11,69,ref|NC_001145|,897757,897557
YHR004C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,23,34,7,30,33,14,64,77,ref|NC_001140|,113194,112994
YDR390C,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,-,29,34,17,36,52,21,80,109,ref|NC_001136|,1256976,1256776
YDR397C,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,-,7,9,4,17,14,7,20,38,ref|NC_001136|,1267286,1267086
YJR076C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,16,23,18,44,36,22,57,102,ref|NC_001142|,576790,576590
YDR387C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,33,30,18,28,34,11,81,73,ref|NC_001136|,1250067,1249867
YGR188C,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,-,30,58,17,93,75,30,105,198,ref|NC_001139|,875265,875065
YGR187C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,11,19,5,37,34,12,35,83,ref|NC_001139|,871601,871401
YHR005C-A,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,-,5,10,3,8,6,1,18,15,ref|NC_001140|,116001,115801
YDR404C,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,-,5,15,8,13,9,4,28,26,ref|NC_001136|,1278007,1277807
YJR077C,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,-,20,13,16,17,10,8,49,35,ref|NC_001142|,578351,578151
YHL004W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,23,20,10,35,28,14,53,77,ref|NC_001140|,99039,99239
YGR204W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,32,56,29,59,61,29,117,149,ref|NC_001139|,905757,905957
YMR307W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,47,25,12,24,44,14,84,82,ref|NC_001145|,886806,887006
YJR060W,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,+,11,17,9,28,30,19,37,77,ref|NC_001142|,548544,548744
YOR281C,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,-,8,10,6,39,27,9,24,75,ref|NC_001147|,847315,847115
YNR015W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,20,27,13,33,19,13,60,65,ref|NC_001146|,653253,653453
YOR292C,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,-,21,18,6,12,18,8,45,38,ref|NC_001147|,866738,866538
YDR409W,201,2,0.009950248756218905,0.009950248756218905,0,2,0,0,+,40,56,16,44,66,26,112,136,ref|NC_001136|,1289306,1289506
YHL010C,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,-,20,40,10,49,41,18,70,108,ref|NC_001140|,83821,83621
YOR276W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,4,10,4,20,10,6,18,36,ref|NC_001147|,841140,841340
YMR303C,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,-,25,18,10,16,17,12,53,45,ref|NC_001145|,874487,874287
YHL030W-A,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,+,16,3,4,8,8,3,23,19,ref|NC_001140|,38974,39174
YHR026W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,11,8,8,3,14,5,27,22,ref|NC_001140|,160597,160797
YJL013C,201,2,0.009950248756218905,0.009950248756218905,2,0,0,0,-,26,33,15,56,36,17,74,109,ref|NC_001142|,411140,410940
YOL141W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,27,45,14,52,54,23,86,129,ref|NC_001147|,56352,56552
YGR247W,201,2,0.009950248756218905,0.009950248756218905,1,1,0,0,+,6,18,7,18,11,7,31,36,ref|NC_001139|,984727,984927
