gene_name,gene_id,feature_type,range,strand,repeat_mask,chromosome,start,end,feature_length
YFR009W-A,id002,five_prime_UTR,chrVI:162747-163875,+,none,chrVI,162747,163875,1128
YFR010W,id002,five_prime_UTR,chrVI:164975-165067,+,none,chrVI,164975,165067,92
YFR011C,id002,five_prime_UTR,chrVI:167258-167349,-,none,chrVI,167258,167349,91
YFR012W-A,id001,five_prime_UTR,chrVI:167964-169224,+,none,chrVI,167964,169224,1260
YFR013W,id001,five_prime_UTR,chrVI:169866-169922,+,none,chrVI,169866,169922,56
YFR014C,id002,five_prime_UTR,chrVI:173877-174005,-,none,chrVI,173877,174005,128
YFR015C,id003,five_prime_UTR,chrVI:176391-176480,-,none,chrVI,176391,176480,89
YFR016C,id002,five_prime_UTR,chrVI:180743-180837,-,none,chrVI,180743,180837,94
YFR017C,id001,five_prime_UTR,chrVI:182861-183837,-,none,chrVI,182861,183837,976
YFR018C,id001,five_prime_UTR,chrVI:184222-184344,-,none,chrVI,184222,184344,122
YFR020W,id001,five_prime_UTR,chrVI:191765-192737,+,none,chrVI,191765,192737,972
YFR021W,id001,five_prime_UTR,chrVI:194697-194812,+,none,chrVI,194697,194812,115
YFR022W,id001,five_prime_UTR,chrVI:196565-196833,+,none,chrVI,196565,196833,268
YFR024C-A,id001,five_prime_UTR,chrVI:203433-203658,-,none,chrVI,203433,203658,225
YFR025C,id001,five_prime_UTR,chrVI:204750-204822,-,none,chrVI,204750,204822,72
YFR026C,id001,five_prime_UTR,chrVI:206257-207262,-,none,chrVI,206257,207262,1005
YFR027W,id002,five_prime_UTR,chrVI:207377-207452,+,none,chrVI,207377,207452,75
YFR028C,id001,five_prime_UTR,chrVI:210068-210160,-,none,chrVI,210068,210160,92
YFR029W,id001,five_prime_UTR,chrVI:210837-210937,+,none,chrVI,210837,210937,100
YFR030W,id002,five_prime_UTR,chrVI:213193-213312,+,none,chrVI,213193,213312,119
YFR031C-A,id002,five_prime_UTR,chrVI:221418-221769,-,none,chrVI,221418,221769,351
YFR032C,id001,five_prime_UTR,chrVI:222959-223043,-,none,chrVI,222959,223043,84
YFR032C-A,id002,five_prime_UTR,chrVI:223437-223964,-,none,chrVI,223437,223964,527
YFR033C,id001,five_prime_UTR,chrVI:224769-225689,-,none,chrVI,224769,225689,920
YFR034C,id001,five_prime_UTR,chrVI:225958-225993,-,none,chrVI,225958,225993,35
YFR034W-A,id003,five_prime_UTR,chrVI:225560-226022,+,none,chrVI,225560,226022,462
YFR036W,id001,five_prime_UTR,chrVI:226880-226963,+,none,chrVI,226880,226963,83
YFR037C,id001,five_prime_UTR,chrVI:229186-229219,-,none,chrVI,229186,229219,33
YFR038W,id001,five_prime_UTR,chrVI:229346-229380,+,none,chrVI,229346,229380,34
YFR039C,id001,five_prime_UTR,chrVI:233544-233687,-,none,chrVI,233544,233687,143
YFR040W,id001,five_prime_UTR,chrVI:233931-234242,+,none,chrVI,233931,234242,311
YFR041C,id003,five_prime_UTR,chrVI:238255-238300,-,none,chrVI,238255,238300,45
YFR042W,id001,five_prime_UTR,chrVI:238413-238458,+,none,chrVI,238413,238458,45
YFR043C,id001,five_prime_UTR,chrVI:239827-239887,-,none,chrVI,239827,239887,60
YFR044C,id001,five_prime_UTR,chrVI:241437-241851,-,none,chrVI,241437,241851,414
YFR045W,id001,five_prime_UTR,chrVI:241979-241998,+,none,chrVI,241979,241998,19
YFR046C,id002,five_prime_UTR,chrVI:244159-244179,-,none,chrVI,244159,244179,20
YFR047C,id002,five_prime_UTR,chrVI:245166-245201,-,none,chrVI,245166,245201,35
YFR048W,id001,five_prime_UTR,chrVI:245318-246146,+,none,chrVI,245318,246146,828
YFR049W,id001,five_prime_UTR,chrVI:248163-248523,+,none,chrVI,248163,248523,360
YFR050C,id002,five_prime_UTR,chrVI:249866-249948,-,none,chrVI,249866,249948,82
YFR051C,id001,five_prime_UTR,chrVI:251803-251881,-,none,chrVI,251803,251881,78
YFR052C-A,id001,five_prime_UTR,chrVI:253734-255048,-,none,chrVI,253734,255048,1314
YFR052W,id001,five_prime_UTR,chrVI:252446-252505,+,none,chrVI,252446,252505,59
YFR053C,id001,five_prime_UTR,chrVI:255049-255162,-,none,chrVI,255049,255162,113
YFR054C,id001,five_prime_UTR,chrVI:259433-259937,-,none,chrVI,259433,259937,504
YFR055W,id001,five_prime_UTR,chrVI:263663-264204,+,none,chrVI,263663,264204,541
YGL001C,id001,five_prime_UTR,chrVII:496502-496774,-,none,chrVII,496502,496774,272
YGL002W,id001,five_prime_UTR,chrVII:494406-494517,+,none,chrVII,494406,494517,111
YGL003C,id001,five_prime_UTR,chrVII:494174-495092,-,none,chrVII,494174,495092,918
YGL004C,id001,five_prime_UTR,chrVII:491956-491971,-,none,chrVII,491956,491971,15
YGL005C,id001,five_prime_UTR,chrVII:490547-490935,-,none,chrVII,490547,490935,388
YGL006W,id001,five_prime_UTR,chrVII:485454-485921,+,none,chrVII,485454,485921,467
YGL007C-A,id002,five_prime_UTR,chrVII:483027-483957,-,none,chrVII,483027,483957,930
YGL007W,id001,five_prime_UTR,chrVII:482841-483260,+,none,chrVII,482841,483260,419
YGL008C,id001,five_prime_UTR,chrVII:482666-482905,-,none,chrVII,482666,482905,239
YGL009C,id003,five_prime_UTR,chrVII:478652-478755,-,none,chrVII,478652,478755,103
YGL010W,id002,five_prime_UTR,chrVII:475438-475545,+,none,chrVII,475438,475545,107
YGL011C,id001,five_prime_UTR,chrVII:475247-475273,-,none,chrVII,475247,475273,26
YGL012W,id001,five_prime_UTR,chrVII:472818-472855,+,none,chrVII,472818,472855,37
YGL013C,id001,five_prime_UTR,chrVII:472298-472325,-,none,chrVII,472298,472325,27
YGL014W,id001,five_prime_UTR,chrVII:465720-466141,+,none,chrVII,465720,466141,421
YGL015C,id002,five_prime_UTR,chrVII:465435-465757,-,none,chrVII,465435,465757,322
YGL016W,id001,five_prime_UTR,chrVII:461610-461666,+,none,chrVII,461610,461666,56
YGL017W,id001,five_prime_UTR,chrVII:459660-459854,+,none,chrVII,459660,459854,194
YGL018C,id003,five_prime_UTR,chrVII:459664-459716,-,none,chrVII,459664,459716,52
YGL019W,id001,five_prime_UTR,chrVII:458014-458156,+,none,chrVII,458014,458156,142
YGL020C,id002,five_prime_UTR,chrVII:457870-457978,-,none,chrVII,457870,457978,108
YGL022W,id002,five_prime_UTR,chrVII:452331-452404,+,none,chrVII,452331,452404,73
YGL023C,id002,five_prime_UTR,chrVII:452104-452153,-,none,chrVII,452104,452153,49
YGL026C,id003,five_prime_UTR,chrVII:448535-448563,-,none,chrVII,448535,448563,28
YGL027C,id001,five_prime_UTR,chrVII:446143-446217,-,none,chrVII,446143,446217,74
YGL028C,id001,five_prime_UTR,chrVII:442909-443316,-,none,chrVII,442909,443316,407
YGL029W,id002,five_prime_UTR,chrVII:439782-440063,+,none,chrVII,439782,440063,281
YGL030W,id001,five_prime_UTR,chrVII:437385-439091,+,none,chrVII,437385,439091,1706
YGL031C,id001,five_prime_UTR,chrVII:437934-439712,-,none,chrVII,437934,439712,1778
YGL032C,id001,five_prime_UTR,chrVII:436833-437203,-,none,chrVII,436833,437203,370
YGL034C,id001,five_prime_UTR,chrVII:433579-433745,-,none,chrVII,433579,433745,166
YGL037C,id001,five_prime_UTR,chrVII:427947-428077,-,none,chrVII,427947,428077,130
YGL038C,id007,five_prime_UTR,chrVII:426804-426922,-,none,chrVII,426804,426922,118
YGL039W,id001,five_prime_UTR,chrVII:423344-423961,+,none,chrVII,423344,423961,617
YGL040C,id001,five_prime_UTR,chrVII:420555-421171,-,none,chrVII,420555,421171,616
YGL041C-B,id001,five_prime_UTR,chrVII:418886-419189,-,none,chrVII,418886,419189,303
YGL041W-A,id001,five_prime_UTR,chrVII:418765-418825,+,none,chrVII,418765,418825,60
YGL042C,id001,five_prime_UTR,chrVII:418593-418659,-,none,chrVII,418593,418659,66
YGL043W,id001,five_prime_UTR,chrVII:417461-417483,+,none,chrVII,417461,417483,22
YGL044C,id001,five_prime_UTR,chrVII:417036-417275,-,none,chrVII,417036,417275,239
YGL045W,id001,five_prime_UTR,chrVII:413730-414102,+,none,chrVII,413730,414102,372
YGL047W,id001,five_prime_UTR,chrVII:411465-411552,+,none,chrVII,411465,411552,87
YGL048C,id003,five_prime_UTR,chrVII:411286-411334,-,none,chrVII,411286,411334,48
YGL049C,id001,five_prime_UTR,chrVII:409604-409803,-,none,chrVII,409604,409803,199
YGL050W,id002,five_prime_UTR,chrVII:405691-405776,+,none,chrVII,405691,405776,85
YGL053W,id001,five_prime_UTR,chrVII:402121-402589,+,none,chrVII,402121,402589,468
YGL054C,id002,five_prime_UTR,chrVII:401287-401380,-,none,chrVII,401287,401380,93
YGL055W,id001,five_prime_UTR,chrVII:398536-398628,+,none,chrVII,398536,398628,92
YGL056C,id001,five_prime_UTR,chrVII:397618-397742,-,none,chrVII,397618,397742,124
YGL057C,id001,five_prime_UTR,chrVII:395829-395866,-,none,chrVII,395829,395866,37
YGL058W,id001,five_prime_UTR,chrVII:393658-393986,+,none,chrVII,393658,393986,328
YGL059W,id001,five_prime_UTR,chrVII:392170-392223,+,none,chrVII,392170,392223,53
YGL060W,id001,five_prime_UTR,chrVII:389935-390065,+,none,chrVII,389935,390065,130
YGL061C,id001,five_prime_UTR,chrVII:389711-389784,-,none,chrVII,389711,389784,73
YGL062W,id001,five_prime_UTR,chrVII:385140-385196,+,none,chrVII,385140,385196,56
YGL063C-A,id001,five_prime_UTR,chrVII:384651-384651,-,none,chrVII,384651,384651,0
YGL063W,id001,five_prime_UTR,chrVII:383414-383654,+,none,chrVII,383414,383654,240
YGL064C,id001,five_prime_UTR,chrVII:383208-383241,-,none,chrVII,383208,383241,33
YGL065C,id002,five_prime_UTR,chrVII:381271-381327,-,none,chrVII,381271,381327,56
YGL066W,id001,five_prime_UTR,chrVII:377418-377609,+,none,chrVII,377418,377609,191
YGL067W,id001,five_prime_UTR,chrVII:376042-376101,+,none,chrVII,376042,376101,59
YGL068W,id001,five_prime_UTR,chrVII:375040-375087,+,none,chrVII,375040,375087,47
YGL070C,id001,five_prime_UTR,chrVII:374827-375039,-,none,chrVII,374827,375039,212
YGL071W,id001,five_prime_UTR,chrVII:371531-372012,+,none,chrVII,371531,372012,481
YGL073W,id001,five_prime_UTR,chrVII:368424-368753,+,none,chrVII,368424,368753,329
YGL075C,id004,five_prime_UTR,chrVII:368088-368283,-,none,chrVII,368088,368283,195
YGL076C,id002,five_prime_UTR,chrVII:365996-366148,-,none,chrVII,365996,366148,152
YGL077C,id005,five_prime_UTR,chrVII:363916-364083,-,none,chrVII,363916,364083,167
YGL078C,id001,five_prime_UTR,chrVII:361859-362004,-,none,chrVII,361859,362004,145
YGL079W,id001,five_prime_UTR,chrVII:359407-359444,+,none,chrVII,359407,359444,37
YGL080W,id001,five_prime_UTR,chrVII:358411-358636,+,none,chrVII,358411,358636,225
YGL081W,id001,five_prime_UTR,chrVII:357190-357377,+,none,chrVII,357190,357377,187
YGL082W,id001,five_prime_UTR,chrVII:355737-355827,+,none,chrVII,355737,355827,90
YGL083W,id002,five_prime_UTR,chrVII:352978-353058,+,none,chrVII,352978,353058,80
YGL084C,id001,five_prime_UTR,chrVII:352298-352351,-,none,chrVII,352298,352351,53
YGL085W,id006,five_prime_UTR,chrVII:349554-349616,+,none,chrVII,349554,349616,62
YGL087C,id001,five_prime_UTR,chrVII:346904-346950,-,none,chrVII,346904,346950,46
YGL089C,id001,five_prime_UTR,chrVII:345153-345192,-,none,chrVII,345153,345192,39
YGL090W,id001,five_prime_UTR,chrVII:343238-343319,+,none,chrVII,343238,343319,81
YGL091C,id006,five_prime_UTR,chrVII:343042-343126,-,none,chrVII,343042,343126,84
YGL092W,id001,five_prime_UTR,chrVII:337782-337906,+,none,chrVII,337782,337906,124
YGL093W,id001,five_prime_UTR,chrVII:334824-334886,+,none,chrVII,334824,334886,62
YGL094C,id001,five_prime_UTR,chrVII:334465-334654,-,none,chrVII,334465,334654,189
YGL095C,id001,five_prime_UTR,chrVII:330607-330694,-,none,chrVII,330607,330694,87
YGL096W,id001,five_prime_UTR,chrVII:324774-325331,+,none,chrVII,324774,325331,557
YGL097W,id001,five_prime_UTR,chrVII:321691-321782,+,none,chrVII,321691,321782,91
YGL098W,id003,five_prime_UTR,chrVII:317289-317342,+,none,chrVII,317289,317342,53
YGL099W,id001,five_prime_UTR,chrVII:314567-314631,+,none,chrVII,314567,314631,64
YGL100W,id001,five_prime_UTR,chrVII:313152-313234,+,none,chrVII,313152,313234,82
YGL101W,id001,five_prime_UTR,chrVII:312075-312193,+,none,chrVII,312075,312193,118
YGL103W,id001,five_prime_UTR,chrVII:308491-310967,+,none,chrVII,308491,310967,2476
YGL104C,id001,five_prime_UTR,chrVII:310173-310208,-,none,chrVII,310173,310208,35
YGL105W,id004,five_prime_UTR,chrVII:307264-307437,+,none,chrVII,307264,307437,173
YGL106W,id001,five_prime_UTR,chrVII:306384-306560,+,none,chrVII,306384,306560,176
YGL107C,id001,five_prime_UTR,chrVII:306273-306332,-,none,chrVII,306273,306332,59
YGL108C,id001,five_prime_UTR,chrVII:304071-304117,-,none,chrVII,304071,304117,46
YGL110C,id001,five_prime_UTR,chrVII:303411-303549,-,none,chrVII,303411,303549,138
YGL111W,id002,five_prime_UTR,chrVII:299925-299978,+,none,chrVII,299925,299978,53
YGL112C,id002,five_prime_UTR,chrVII:299728-299800,-,none,chrVII,299728,299800,72
YGL113W,id001,five_prime_UTR,chrVII:295875-295932,+,none,chrVII,295875,295932,57
YGL114W,id001,five_prime_UTR,chrVII:293208-293460,+,none,chrVII,293208,293460,252
YGL115W,id002,five_prime_UTR,chrVII:291883-292033,+,none,chrVII,291883,292033,150
YGL116W,id001,five_prime_UTR,chrVII:289645-289809,+,none,chrVII,289645,289809,164
YGL117W,id001,five_prime_UTR,chrVII:288426-288512,+,none,chrVII,288426,288512,86
YGL119W,id001,five_prime_UTR,chrVII:284156-284442,+,none,chrVII,284156,284442,286
YGL120C,id005,five_prime_UTR,chrVII:283937-283993,-,none,chrVII,283937,283993,56
YGL121C,id001,five_prime_UTR,chrVII:281157-281277,-,none,chrVII,281157,281277,120
YGL122C,id001,five_prime_UTR,chrVII:280523-280546,-,none,chrVII,280523,280546,23
YGL123W,id001,five_prime_UTR,chrVII:277322-277617,+,none,chrVII,277322,277617,295
YGL124C,id001,five_prime_UTR,chrVII:276714-276750,-,none,chrVII,276714,276750,36
YGL125W,id002,five_prime_UTR,chrVII:272334-272520,+,none,chrVII,272334,272520,186
YGL127C,id005,five_prime_UTR,chrVII:270775-270831,-,none,chrVII,270775,270831,56
YGL128C,id001,five_prime_UTR,chrVII:270144-270198,-,none,chrVII,270144,270198,54
YGL129C,id002,five_prime_UTR,chrVII:269075-269164,-,none,chrVII,269075,269164,89
YGL130W,id004,five_prime_UTR,chrVII:266065-266145,+,none,chrVII,266065,266145,80
YGL134W,id001,five_prime_UTR,chrVII:255566-255663,+,none,chrVII,255566,255663,97
YGL135W,id001,five_prime_UTR,chrVII:254157-254641,+,none,chrVII,254157,254641,484
YGL136C,id001,five_prime_UTR,chrVII:253859-254004,-,none,chrVII,253859,254004,145
YGL137W,id001,five_prime_UTR,chrVII:249845-249869,+,none,chrVII,249845,249869,24
YGL139W,id001,five_prime_UTR,chrVII:245402-245716,+,none,chrVII,245402,245716,314
YGL140C,id001,five_prime_UTR,chrVII:245012-245199,-,none,chrVII,245012,245199,187
YGL141W,id001,five_prime_UTR,chrVII:238292-238353,+,none,chrVII,238292,238353,61
YGL142C,id002,five_prime_UTR,chrVII:238119-238175,-,none,chrVII,238119,238175,56
YGL143C,id003,five_prime_UTR,chrVII:235958-236182,-,none,chrVII,235958,236182,224
YGL144C,id002,five_prime_UTR,chrVII:234507-234555,-,none,chrVII,234507,234555,48
YGL145W,id001,five_prime_UTR,chrVII:230173-230243,+,none,chrVII,230173,230243,70
YGL146C,id010,five_prime_UTR,chrVII:229686-229860,-,none,chrVII,229686,229860,174
YGL147C,id002,five_prime_UTR,chrVII:228329-229544,-,none,chrVII,228329,229544,1215
YGL148W,id001,five_prime_UTR,chrVII:226259-226399,+,none,chrVII,226259,226399,140
YGL150C,id001,five_prime_UTR,chrVII:225573-225724,-,none,chrVII,225573,225724,151
YGL151W,id001,five_prime_UTR,chrVII:217469-217524,+,none,chrVII,217469,217524,55
YGL153W,id001,five_prime_UTR,chrVII:216211-216273,+,none,chrVII,216211,216273,62
YGL154C,id004,five_prime_UTR,chrVII:216096-216116,-,none,chrVII,216096,216116,20
YGL155W,id001,five_prime_UTR,chrVII:213925-214081,+,none,chrVII,213925,214081,156
YGL156W,id001,five_prime_UTR,chrVII:210335-210416,+,none,chrVII,210335,210416,81
YGL157W,id001,five_prime_UTR,chrVII:208875-209006,+,none,chrVII,208875,209006,131
YGL158W,id001,five_prime_UTR,chrVII:206645-207033,+,none,chrVII,206645,207033,388
YGL159W,id001,five_prime_UTR,chrVII:202698-202721,+,none,chrVII,202698,202721,23
YGL160W,id001,five_prime_UTR,chrVII:200424-200561,+,none,chrVII,200424,200561,137
YGL161C,id004,five_prime_UTR,chrVII:200142-200251,-,none,chrVII,200142,200251,109
YGL162W,id001,five_prime_UTR,chrVII:197430-198138,+,none,chrVII,197430,198138,708
YGL163C,id006,five_prime_UTR,chrVII:196403-196537,-,none,chrVII,196403,196537,134
YGL164C,id003,five_prime_UTR,chrVII:193300-193365,-,none,chrVII,193300,193365,65
YGL166W,id001,five_prime_UTR,chrVII:191089-191129,+,none,chrVII,191089,191129,40
YGL167C,id001,five_prime_UTR,chrVII:190468-190881,-,none,chrVII,190468,190881,413
YGL169W,id001,five_prime_UTR,chrVII:185945-186059,+,none,chrVII,185945,186059,114
YGL171W,id002,five_prime_UTR,chrVII:182352-182390,+,none,chrVII,182352,182390,38
YGL172W,id001,five_prime_UTR,chrVII:180656-180700,+,none,chrVII,180656,180700,44
YGL174W,id001,five_prime_UTR,chrVII:174461-174545,+,none,chrVII,174461,174545,84
YGL175C,id001,five_prime_UTR,chrVII:174322-174364,-,none,chrVII,174322,174364,42
YGL176C,id001,five_prime_UTR,chrVII:173079-173961,-,none,chrVII,173079,173961,882
YGL177W,id001,five_prime_UTR,chrVII:166910-167559,+,none,chrVII,166910,167559,649
YGL179C,id003,five_prime_UTR,chrVII:165091-165179,-,none,chrVII,165091,165179,88
YGL180W,id001,five_prime_UTR,chrVII:159502-160065,+,none,chrVII,159502,160065,563
YGL181W,id001,five_prime_UTR,chrVII:157529-157906,+,none,chrVII,157529,157906,377
YGL184C,id001,five_prime_UTR,chrVII:156012-156077,-,none,chrVII,156012,156077,65
YGL185C,id001,five_prime_UTR,chrVII:154306-154356,-,none,chrVII,154306,154356,50
YGL186C,id004,five_prime_UTR,chrVII:152776-152890,-,none,chrVII,152776,152890,114
YGL187C,id003,five_prime_UTR,chrVII:150171-150695,-,none,chrVII,150171,150695,524
YGL188C-A,id001,five_prime_UTR,chrVII:148964-149422,-,none,chrVII,148964,149422,458
YGL189C,id001,five_prime_UTR,chrVII:148588-149080,-,none,chrVII,148588,149080,492
YGL190C,id001,five_prime_UTR,chrVII:147389-147934,-,none,chrVII,147389,147934,545
YGL191W,id001,five_prime_UTR,chrVII:144384-144808,+,none,chrVII,144384,144808,424
YGL192W,id002,five_prime_UTR,chrVII:142127-142246,+,none,chrVII,142127,142246,119
YGL193C,id001,five_prime_UTR,chrVII:142227-142851,-,none,chrVII,142227,142851,624
YGL194C,id001,five_prime_UTR,chrVII:141726-141792,-,none,chrVII,141726,141792,66
YGL194C-A,id002,five_prime_UTR,chrVII:139961-140245,-,none,chrVII,139961,140245,284
YGL196W,id002,five_prime_UTR,chrVII:129474-129883,+,none,chrVII,129474,129883,409
YGL198W,id001,five_prime_UTR,chrVII:123569-123591,+,none,chrVII,123569,123591,22
YGL199C,id001,five_prime_UTR,chrVII:124042-124273,-,none,chrVII,124042,124273,231
YGL200C,id001,five_prime_UTR,chrVII:123305-123382,-,none,chrVII,123305,123382,77
YGL201C,id002,five_prime_UTR,chrVII:120907-120974,-,none,chrVII,120907,120974,67
YGL202W,id005,five_prime_UTR,chrVII:115924-116059,+,none,chrVII,115924,116059,135
YGL203C,id002,five_prime_UTR,chrVII:114664-114776,-,none,chrVII,114664,114776,112
YGL204C,id001,five_prime_UTR,chrVII:112005-112120,-,none,chrVII,112005,112120,115
YGL205W,id001,five_prime_UTR,chrVII:108133-108158,+,none,chrVII,108133,108158,25
YGL207W,id001,five_prime_UTR,chrVII:98568-98969,+,none,chrVII,98568,98969,401
YGL208W,id001,five_prime_UTR,chrVII:97110-97338,+,none,chrVII,97110,97338,228
YGL209W,id001,five_prime_UTR,chrVII:95806-95858,+,none,chrVII,95806,95858,52
YGL210W,id001,five_prime_UTR,chrVII:92587-93792,+,none,chrVII,92587,93792,1205
YGL211W,id001,five_prime_UTR,chrVII:91449-92512,+,none,chrVII,91449,92512,1063
YGL212W,id002,five_prime_UTR,chrVII:91398-91432,+,none,chrVII,91398,91432,34
YGL213C,id002,five_prime_UTR,chrVII:91247-91283,-,none,chrVII,91247,91283,36
YGL215W,id003,five_prime_UTR,chrVII:87502-87981,+,none,chrVII,87502,87981,479
YGL216W,id001,five_prime_UTR,chrVII:84618-84885,+,none,chrVII,84618,84885,267
YGL219C,id001,five_prime_UTR,chrVII:84257-84334,-,none,chrVII,84257,84334,77
YGL220W,id001,five_prime_UTR,chrVII:81762-82374,+,none,chrVII,81762,82374,612
YGL221C,id007,five_prime_UTR,chrVII:82292-82316,-,none,chrVII,82292,82316,24
YGL222C,id001,five_prime_UTR,chrVII:81186-81264,-,none,chrVII,81186,81264,78
YGL223C,id001,five_prime_UTR,chrVII:80365-80378,-,none,chrVII,80365,80378,13
YGL224C,id003,five_prime_UTR,chrVII:78857-78984,-,none,chrVII,78857,78984,127
YGL225W,id001,five_prime_UTR,chrVII:74914-76894,+,none,chrVII,74914,76894,1980
YGL226C-A,id001,five_prime_UTR,chrVII:73158-73647,-,none,chrVII,73158,73647,489
YGL226W,id001,five_prime_UTR,chrVII:73276-73340,+,none,chrVII,73276,73340,64
YGL227W,id001,five_prime_UTR,chrVII:69573-69671,+,none,chrVII,69573,69671,98
YGL228W,id001,five_prime_UTR,chrVII:67037-67598,+,none,chrVII,67037,67598,561
YGL229C,id001,five_prime_UTR,chrVII:66959-67200,-,none,chrVII,66959,67200,241
YGL230C,id001,five_prime_UTR,chrVII:64215-64390,-,none,chrVII,64215,64390,175
YGL231C,id003,five_prime_UTR,chrVII:63620-63632,-,none,chrVII,63620,63632,12
YGL232W,id001,five_prime_UTR,chrVII:61982-62075,+,none,chrVII,61982,62075,93
YGL233W,id001,five_prime_UTR,chrVII:59044-59122,+,none,chrVII,59044,59122,78
YGL234W,id001,five_prime_UTR,chrVII:55835-56482,+,none,chrVII,55835,56482,647
YGL236C,id001,five_prime_UTR,chrVII:55796-56123,-,none,chrVII,55796,56123,327
YGL237C,id002,five_prime_UTR,chrVII:53528-53622,-,none,chrVII,53528,53622,94
YGL238W,id001,five_prime_UTR,chrVII:49507-49552,+,none,chrVII,49507,49552,45
YGL240W,id002,five_prime_UTR,chrVII:48583-48613,+,none,chrVII,48583,48613,30
YGL241W,id001,five_prime_UTR,chrVII:45413-45445,+,none,chrVII,45413,45445,32
YGL242C,id001,five_prime_UTR,chrVII:45197-45284,-,none,chrVII,45197,45284,87
YGL243W,id001,five_prime_UTR,chrVII:43283-43307,+,none,chrVII,43283,43307,24
YGL244W,id001,five_prime_UTR,chrVII:41423-41498,+,none,chrVII,41423,41498,75
YGL245W,id001,five_prime_UTR,chrVII:39008-39023,+,none,chrVII,39008,39023,15
YGL246C,id002,five_prime_UTR,chrVII:38780-38851,-,none,chrVII,38780,38851,71
YGL247W,id001,five_prime_UTR,chrVII:36913-36933,+,none,chrVII,36913,36933,20
YGL248W,id001,five_prime_UTR,chrVII:34217-35653,+,none,chrVII,34217,35653,1436
YGL250W,id001,five_prime_UTR,chrVII:31871-31910,+,none,chrVII,31871,31910,39
YGL252C,id001,five_prime_UTR,chrVII:27484-27544,-,none,chrVII,27484,27544,60
YGL253W,id005,five_prime_UTR,chrVII:23813-23935,+,none,chrVII,23813,23935,122
YGL254W,id001,five_prime_UTR,chrVII:22279-22304,+,none,chrVII,22279,22304,25
YGL255W,id001,five_prime_UTR,chrVII:20204-20978,+,none,chrVII,20204,20978,774
YGL256W,id001,five_prime_UTR,chrVII:14466-15159,+,none,chrVII,14466,15159,693
YGL257C,id001,five_prime_UTR,chrVII:14157-14429,-,none,chrVII,14157,14429,272
YGL258W,id001,five_prime_UTR,chrVII:10443-11110,+,none,chrVII,10443,11110,667
YGL263W,id002,five_prime_UTR,chrVII:2778-2790,+,none,chrVII,2778,2790,12
YGR001C,id001,five_prime_UTR,chrVII:498034-498099,-,none,chrVII,498034,498099,65
YGR002C,id002,five_prime_UTR,chrVII:499906-499924,-,none,chrVII,499906,499924,18
YGR003W,id001,five_prime_UTR,chrVII:500103-500132,+,none,chrVII,500103,500132,29
YGR004W,id001,five_prime_UTR,chrVII:502864-502938,+,none,chrVII,502864,502938,74
YGR005C,id002,five_prime_UTR,chrVII:505859-505902,-,none,chrVII,505859,505902,43
YGR006W,id001,five_prime_UTR,chrVII:506035-506070,+,none,chrVII,506035,506070,35
YGR007W,id001,five_prime_UTR,chrVII:506203-506969,+,none,chrVII,506203,506969,766
YGR008C,id001,five_prime_UTR,chrVII:508364-508446,-,none,chrVII,508364,508446,82
YGR009C,id001,five_prime_UTR,chrVII:511002-511461,-,none,chrVII,511002,511461,459
YGR011W,id001,five_prime_UTR,chrVII:511706-512497,+,none,chrVII,511706,512497,791
YGR012W,id001,five_prime_UTR,chrVII:512960-513159,+,none,chrVII,512960,513159,199
YGR013W,id001,five_prime_UTR,chrVII:514500-514554,+,none,chrVII,514500,514554,54
YGR014W,id003,five_prime_UTR,chrVII:516668-516943,+,none,chrVII,516668,516943,275
YGR015C,id003,five_prime_UTR,chrVII:522076-522099,-,none,chrVII,522076,522099,23
YGR016W,id003,five_prime_UTR,chrVII:521934-522261,+,none,chrVII,521934,522261,327
YGR017W,id001,five_prime_UTR,chrVII:522275-523787,+,none,chrVII,522275,523787,1512
YGR018C,id001,five_prime_UTR,chrVII:524694-524756,-,none,chrVII,524694,524756,62
YGR019W,id004,five_prime_UTR,chrVII:525172-525229,+,none,chrVII,525172,525229,57
YGR020C,id001,five_prime_UTR,chrVII:527329-527393,-,none,chrVII,527329,527393,64
YGR021W,id001,five_prime_UTR,chrVII:527556-527632,+,none,chrVII,527556,527632,76
YGR023W,id001,five_prime_UTR,chrVII:529078-529264,+,none,chrVII,529078,529264,186
YGR026W,id001,five_prime_UTR,chrVII:532858-532985,+,none,chrVII,532858,532985,127
YGR027C,id002,five_prime_UTR,chrVII:534458-534897,-,none,chrVII,534458,534897,439
YGR028W,id001,five_prime_UTR,chrVII:542040-542203,+,none,chrVII,542040,542203,163
YGR029W,id002,five_prime_UTR,chrVII:543509-543553,+,none,chrVII,543509,543553,44
YGR030C,id001,five_prime_UTR,chrVII:546157-546482,-,none,chrVII,546157,546482,325
YGR031W,id004,five_prime_UTR,chrVII:546332-546441,+,none,chrVII,546332,546441,109
YGR033C,id001,five_prime_UTR,chrVII:554967-555337,-,none,chrVII,554967,555337,370
YGR034W,id001,five_prime_UTR,chrVII:555454-555812,+,none,chrVII,555454,555812,358
YGR035C,id003,five_prime_UTR,chrVII:557422-557518,-,none,chrVII,557422,557518,96
YGR035W-A,id001,five_prime_UTR,chrVII:556803-557565,+,none,chrVII,556803,557565,762
YGR036C,id001,five_prime_UTR,chrVII:558868-559562,-,none,chrVII,558868,559562,694
