gene_name,gene_id,feature_type,range,strand,repeat_mask,chromosome,start,end,feature_length
YDL243C,id003,three_prime_UTR,chrIV:17461-17577,-,none,chrIV,17461,17577,116
YDR001C,id001,three_prime_UTR,chrIV:450143-450220,-,none,chrIV,450143,450220,77
YDR002W,id001,three_prime_UTR,chrIV:453650-453830,+,none,chrIV,453650,453830,180
YDR003W,id001,three_prime_UTR,chrIV:454754-454818,+,none,chrIV,454754,454818,64
YDR003W-A,id002,three_prime_UTR,chrIV:454904-455075,+,none,chrIV,454904,455075,171
YDR005C,id001,three_prime_UTR,chrIV:456688-456836,-,none,chrIV,456688,456836,148
YDR006C,id002,three_prime_UTR,chrIV:458455-458542,-,none,chrIV,458455,458542,87
YDR007W,id002,three_prime_UTR,chrIV:462516-462920,+,none,chrIV,462516,462920,404
YDR009W,id060,three_prime_UTR,chrIV:464996-465083,+,none,chrIV,464996,465083,87
YDR010C,id002,three_prime_UTR,chrIV:465013-465051,-,none,chrIV,465013,465051,38
YDR011W,id001,three_prime_UTR,chrIV:470424-470599,+,none,chrIV,470424,470599,175
YDR012W,id002,three_prime_UTR,chrIV:472941-473246,+,none,chrIV,472941,473246,305
YDR013W,id001,three_prime_UTR,chrIV:473783-473950,+,none,chrIV,473783,473950,167
YDR014W-A,id001,three_prime_UTR,chrIV:478285-478457,+,none,chrIV,478285,478457,172
YDR016C,id003,three_prime_UTR,chrIV:478212-478474,-,none,chrIV,478212,478474,262
YDR018C,id001,three_prime_UTR,chrIV:482510-482670,-,none,chrIV,482510,482670,160
YDR019C,id001,three_prime_UTR,chrIV:483848-484163,-,none,chrIV,483848,484163,315
YDR020C,id001,three_prime_UTR,chrIV:485334-485746,-,none,chrIV,485334,485746,412
YDR021W,id003,three_prime_UTR,chrIV:488003-488056,+,none,chrIV,488003,488056,53
YDR022C,id001,three_prime_UTR,chrIV:487935-488072,-,none,chrIV,487935,488072,137
YDR023W,id002,three_prime_UTR,chrIV:490896-491069,+,none,chrIV,490896,491069,173
YDR025W,id001,three_prime_UTR,chrIV:492324-492631,+,none,chrIV,492324,492631,307
YDR026C,id002,three_prime_UTR,chrIV:492338-492556,-,none,chrIV,492338,492556,218
YDR027C,id006,three_prime_UTR,chrIV:494576-494649,-,none,chrIV,494576,494649,73
YDR028C,id002,three_prime_UTR,chrIV:497557-497835,-,none,chrIV,497557,497835,278
YDR030C,id002,three_prime_UTR,chrIV:501636-501753,-,none,chrIV,501636,501753,117
YDR031W,id002,three_prime_UTR,chrIV:503863-504011,+,none,chrIV,503863,504011,148
YDR032C,id002,three_prime_UTR,chrIV:503889-504099,-,none,chrIV,503889,504099,210
YDR033W,id002,three_prime_UTR,chrIV:509109-509590,+,none,chrIV,509109,509590,481
YDR034C,id003,three_prime_UTR,chrIV:509468-509737,-,none,chrIV,509468,509737,269
YDR034W-B,id004,three_prime_UTR,chrIV:521469-521754,+,none,chrIV,521469,521754,285
YDR035W,id001,three_prime_UTR,chrIV:522928-523158,+,none,chrIV,522928,523158,230
YDR036C,id003,three_prime_UTR,chrIV:523069-523211,-,none,chrIV,523069,523211,142
YDR037W,id001,three_prime_UTR,chrIV:527215-527281,+,none,chrIV,527215,527281,66
YDR041W,id007,three_prime_UTR,chrIV:540414-540700,+,none,chrIV,540414,540700,286
YDR042C,id003,three_prime_UTR,chrIV:540492-540601,-,none,chrIV,540492,540601,109
YDR043C,id001,three_prime_UTR,chrIV:542559-542674,-,none,chrIV,542559,542674,115
YDR044W,id002,three_prime_UTR,chrIV:547628-547771,+,none,chrIV,547628,547771,143
YDR045C,id001,three_prime_UTR,chrIV:547661-547978,-,none,chrIV,547661,547978,317
YDR046C,id002,three_prime_UTR,chrIV:548624-548762,-,none,chrIV,548624,548762,138
YDR047W,id002,three_prime_UTR,chrIV:552948-553049,+,none,chrIV,552948,553049,101
YDR048C,id001,three_prime_UTR,chrIV:552950-553084,-,none,chrIV,552950,553084,134
YDR049W,id001,three_prime_UTR,chrIV:555152-555269,+,none,chrIV,555152,555269,117
YDR050C,id002,three_prime_UTR,chrIV:555407-555726,-,none,chrIV,555407,555726,319
YDR051C,id002,three_prime_UTR,chrIV:556994-557056,-,none,chrIV,556994,557056,62
YDR052C,id001,three_prime_UTR,chrIV:558270-558511,-,none,chrIV,558270,558511,241
YDR054C,id002,three_prime_UTR,chrIV:560973-561440,-,none,chrIV,560973,561440,467
YDR055W,id001,three_prime_UTR,chrIV:564861-565012,+,none,chrIV,564861,565012,151
YDR056C,id003,three_prime_UTR,chrIV:564860-565023,-,none,chrIV,564860,565023,163
YDR057W,id004,three_prime_UTR,chrIV:567555-567641,+,none,chrIV,567555,567641,86
YDR058C,id005,three_prime_UTR,chrIV:567564-567723,-,none,chrIV,567564,567723,159
YDR059C,id001,three_prime_UTR,chrIV:569103-569234,-,none,chrIV,569103,569234,131
YDR060W,id004,three_prime_UTR,chrIV:573726-573814,+,none,chrIV,573726,573814,88
YDR061W,id001,three_prime_UTR,chrIV:575783-575913,+,none,chrIV,575783,575913,130
YDR062W,id005,three_prime_UTR,chrIV:578159-578446,+,none,chrIV,578159,578446,287
YDR063W,id002,three_prime_UTR,chrIV:579112-579144,+,none,chrIV,579112,579144,32
YDR064W,id003,three_prime_UTR,chrIV:580452-580711,+,none,chrIV,580452,580711,259
YDR065W,id002,three_prime_UTR,chrIV:581784-583299,+,none,chrIV,581784,583299,1515
YDR066C,id004,three_prime_UTR,chrIV:581804-581908,-,none,chrIV,581804,581908,104
YDR067C,id008,three_prime_UTR,chrIV:582693-582791,-,none,chrIV,582693,582791,98
YDR068W,id003,three_prime_UTR,chrIV:584645-584834,+,none,chrIV,584645,584834,189
YDR069C,id001,three_prime_UTR,chrIV:584631-584939,-,none,chrIV,584631,584939,308
YDR070C,id001,three_prime_UTR,chrIV:587951-588098,-,none,chrIV,587951,588098,147
YDR071C,id001,three_prime_UTR,chrIV:588716-588827,-,none,chrIV,588716,588827,111
YDR072C,id001,three_prime_UTR,chrIV:589667-589761,-,none,chrIV,589667,589761,94
YDR073W,id006,three_prime_UTR,chrIV:592948-593202,+,none,chrIV,592948,593202,254
YDR074W,id001,three_prime_UTR,chrIV:596583-596750,+,none,chrIV,596583,596750,167
YDR075W,id003,three_prime_UTR,chrIV:598082-598241,+,none,chrIV,598082,598241,159
YDR076W,id001,three_prime_UTR,chrIV:599688-600765,+,none,chrIV,599688,600765,1077
YDR077W,id001,three_prime_UTR,chrIV:601809-602118,+,none,chrIV,601809,602118,309
YDR078C,id001,three_prime_UTR,chrIV:602041-602198,-,none,chrIV,602041,602198,157
YDR079C-A,id001,three_prime_UTR,chrIV:603381-603593,-,none,chrIV,603381,603593,212
YDR079W,id001,three_prime_UTR,chrIV:603399-603428,+,none,chrIV,603399,603428,29
YDR080W,id001,three_prime_UTR,chrIV:606986-607552,+,none,chrIV,606986,607552,566
YDR081C,id002,three_prime_UTR,chrIV:607276-607304,-,none,chrIV,607276,607304,28
YDR082W,id004,three_prime_UTR,chrIV:611925-612063,+,none,chrIV,611925,612063,138
YDR083W,id005,three_prime_UTR,chrIV:613251-613373,+,none,chrIV,613251,613373,122
YDR084C,id002,three_prime_UTR,chrIV:613162-613405,-,none,chrIV,613162,613405,243
YDR085C,id001,three_prime_UTR,chrIV:614204-614288,-,none,chrIV,614204,614288,84
YDR086C,id002,three_prime_UTR,chrIV:616584-616928,-,none,chrIV,616584,616928,344
YDR087C,id002,three_prime_UTR,chrIV:617341-617470,-,none,chrIV,617341,617470,129
YDR088C,id001,three_prime_UTR,chrIV:618332-618497,-,none,chrIV,618332,618497,165
YDR089W,id001,three_prime_UTR,chrIV:624721-624812,+,none,chrIV,624721,624812,91
YDR090C,id002,three_prime_UTR,chrIV:624691-625066,-,none,chrIV,624691,625066,375
YDR091C,id001,three_prime_UTR,chrIV:626366-626708,-,none,chrIV,626366,626708,342
YDR092W,id001,three_prime_UTR,chrIV:630605-630699,+,none,chrIV,630605,630699,94
YDR094W,id001,three_prime_UTR,chrIV:636175-636180,+,none,chrIV,636175,636180,5
YDR096W,id001,three_prime_UTR,chrIV:639823-640055,+,none,chrIV,639823,640055,232
YDR097C,id002,three_prime_UTR,chrIV:640048-640109,-,none,chrIV,640048,640109,61
YDR098C,id002,three_prime_UTR,chrIV:643915-644178,-,none,chrIV,643915,644178,263
YDR099W,id001,three_prime_UTR,chrIV:654428-654775,+,none,chrIV,654428,654775,347
YDR100W,id001,three_prime_UTR,chrIV:655444-655570,+,none,chrIV,655444,655570,126
YDR101C,id001,three_prime_UTR,chrIV:655567-655686,-,none,chrIV,655567,655686,119
YDR103W,id001,three_prime_UTR,chrIV:661103-661149,+,none,chrIV,661103,661149,46
YDR104C,id001,three_prime_UTR,chrIV:661137-661173,-,none,chrIV,661137,661173,36
YDR105C,id003,three_prime_UTR,chrIV:665278-665349,-,none,chrIV,665278,665349,71
YDR106W,id001,three_prime_UTR,chrIV:667858-667905,+,none,chrIV,667858,667905,47
YDR107C,id003,three_prime_UTR,chrIV:668809-669016,-,none,chrIV,668809,669016,207
YDR108W,id001,three_prime_UTR,chrIV:673365-673464,+,none,chrIV,673365,673464,99
YDR109C,id001,three_prime_UTR,chrIV:673372-673520,-,none,chrIV,673372,673520,148
YDR110W,id001,three_prime_UTR,chrIV:677802-678004,+,none,chrIV,677802,678004,202
YDR111C,id004,three_prime_UTR,chrIV:677889-678241,-,none,chrIV,677889,678241,352
YDR113C,id001,three_prime_UTR,chrIV:680422-680496,-,none,chrIV,680422,680496,74
YDR115W,id002,three_prime_UTR,chrIV:682492-682832,+,none,chrIV,682492,682832,340
YDR116C,id003,three_prime_UTR,chrIV:682605-682724,-,none,chrIV,682605,682724,119
YDR117C,id004,three_prime_UTR,chrIV:683761-683946,-,none,chrIV,683761,683946,185
YDR118W-A,id001,three_prime_UTR,chrIV:687884-688005,+,none,chrIV,687884,688005,121
YDR119W,id001,three_prime_UTR,chrIV:690533-690612,+,none,chrIV,690533,690612,79
YDR119W-A,id007,three_prime_UTR,chrIV:691214-691537,+,none,chrIV,691214,691537,323
YDR120C,id002,three_prime_UTR,chrIV:691339-691549,-,none,chrIV,691339,691549,210
YDR121W,id002,three_prime_UTR,chrIV:694175-694289,+,none,chrIV,694175,694289,114
YDR123C,id001,three_prime_UTR,chrIV:697816-698554,-,none,chrIV,697816,698554,738
YDR124W,id002,three_prime_UTR,chrIV:701289-701634,+,none,chrIV,701289,701634,345
YDR126W,id001,three_prime_UTR,chrIV:704244-704498,+,none,chrIV,704244,704498,254
YDR127W,id001,three_prime_UTR,chrIV:709250-709320,+,none,chrIV,709250,709320,70
YDR129C,id001,three_prime_UTR,chrIV:713198-713340,-,none,chrIV,713198,713340,142
YDR130C,id002,three_prime_UTR,chrIV:715438-715747,-,none,chrIV,715438,715747,309
YDR131C,id003,three_prime_UTR,chrIV:716716-716790,-,none,chrIV,716716,716790,74
YDR132C,id001,three_prime_UTR,chrIV:718699-718816,-,none,chrIV,718699,718816,117
YDR133C,id002,three_prime_UTR,chrIV:720841-720962,-,none,chrIV,720841,720962,121
YDR135C,id001,three_prime_UTR,chrIV:722898-723004,-,none,chrIV,722898,723004,106
YDR137W,id001,three_prime_UTR,chrIV:730250-730407,+,none,chrIV,730250,730407,157
YDR138W,id001,three_prime_UTR,chrIV:732836-733471,+,none,chrIV,732836,733471,635
YDR139C,id001,three_prime_UTR,chrIV:733445-733618,-,none,chrIV,733445,733618,173
YDR140W,id001,three_prime_UTR,chrIV:734803-734899,+,none,chrIV,734803,734899,96
YDR142C,id002,three_prime_UTR,chrIV:740350-740473,-,none,chrIV,740350,740473,123
YDR143C,id004,three_prime_UTR,chrIV:741859-742042,-,none,chrIV,741859,742042,183
YDR144C,id003,three_prime_UTR,chrIV:744051-744311,-,none,chrIV,744051,744311,260
YDR145W,id001,three_prime_UTR,chrIV:748357-748491,+,none,chrIV,748357,748491,134
YDR146C,id001,three_prime_UTR,chrIV:748547-748613,-,none,chrIV,748547,748613,66
YDR147W,id002,three_prime_UTR,chrIV:753235-753271,+,none,chrIV,753235,753271,36
YDR148C,id004,three_prime_UTR,chrIV:753391-753675,-,none,chrIV,753391,753675,284
YDR151C,id001,three_prime_UTR,chrIV:763860-764178,-,none,chrIV,763860,764178,318
YDR152W,id003,three_prime_UTR,chrIV:766503-766569,+,none,chrIV,766503,766569,66
YDR153C,id002,three_prime_UTR,chrIV:766629-766736,-,none,chrIV,766629,766736,107
YDR154C,id004,three_prime_UTR,chrIV:768349-768403,-,none,chrIV,768349,768403,54
YDR155C,id001,three_prime_UTR,chrIV:768405-768512,-,none,chrIV,768405,768512,107
YDR156W,id002,three_prime_UTR,chrIV:769938-770031,+,none,chrIV,769938,770031,93
YDR158W,id002,three_prime_UTR,chrIV:771454-771675,+,none,chrIV,771454,771675,221
YDR161W,id007,three_prime_UTR,chrIV:780206-780397,+,none,chrIV,780206,780397,191
YDR162C,id001,three_prime_UTR,chrIV:780199-780390,-,none,chrIV,780199,780390,191
YDR163W,id001,three_prime_UTR,chrIV:781950-782055,+,none,chrIV,781950,782055,105
YDR164C,id002,three_prime_UTR,chrIV:781864-782041,-,none,chrIV,781864,782041,177
YDR165W,id003,three_prime_UTR,chrIV:786205-786296,+,none,chrIV,786205,786296,91
YDR166C,id001,three_prime_UTR,chrIV:786206-786306,-,none,chrIV,786206,786306,100
YDR167W,id003,three_prime_UTR,chrIV:790069-790169,+,none,chrIV,790069,790169,100
YDR168W,id002,three_prime_UTR,chrIV:791848-792106,+,none,chrIV,791848,792106,258
YDR169C,id006,three_prime_UTR,chrIV:792116-792348,-,none,chrIV,792116,792348,232
YDR171W,id004,three_prime_UTR,chrIV:807748-807832,+,none,chrIV,807748,807832,84
YDR172W,id003,three_prime_UTR,chrIV:810381-810557,+,none,chrIV,810381,810557,176
YDR173C,id001,three_prime_UTR,chrIV:810425-810565,-,none,chrIV,810425,810565,140
YDR174W,id001,three_prime_UTR,chrIV:812850-813022,+,none,chrIV,812850,813022,172
YDR175C,id003,three_prime_UTR,chrIV:813098-813193,-,none,chrIV,813098,813193,95
YDR176W,id002,three_prime_UTR,chrIV:816560-816655,+,none,chrIV,816560,816655,95
YDR177W,id006,three_prime_UTR,chrIV:817525-817681,+,none,chrIV,817525,817681,156
YDR178W,id010,three_prime_UTR,chrIV:818495-818691,+,none,chrIV,818495,818691,196
YDR179C,id003,three_prime_UTR,chrIV:818569-818708,-,none,chrIV,818569,818708,139
YDR179W-A,id001,three_prime_UTR,chrIV:820824-820988,+,none,chrIV,820824,820988,164
YDR180W,id001,three_prime_UTR,chrIV:825776-825827,+,none,chrIV,825776,825827,51
YDR181C,id001,three_prime_UTR,chrIV:825732-825910,-,none,chrIV,825732,825910,178
YDR182W,id004,three_prime_UTR,chrIV:829057-829212,+,none,chrIV,829057,829212,155
YDR182W-A,id001,three_prime_UTR,chrIV:829354-829419,+,none,chrIV,829354,829419,65
YDR183C-A,id002,three_prime_UTR,chrIV:830391-830397,-,none,chrIV,830391,830397,6
YDR183W,id001,three_prime_UTR,chrIV:830277-830298,+,none,chrIV,830277,830298,21
YDR184C,id002,three_prime_UTR,chrIV:830412-830629,-,none,chrIV,830412,830629,217
YDR185C,id002,three_prime_UTR,chrIV:831711-831934,-,none,chrIV,831711,831934,223
YDR186C,id001,three_prime_UTR,chrIV:832737-832859,-,none,chrIV,832737,832859,122
YDR188W,id001,three_prime_UTR,chrIV:838061-838223,+,none,chrIV,838061,838223,162
YDR189W,id002,three_prime_UTR,chrIV:840392-840506,+,none,chrIV,840392,840506,114
YDR190C,id002,three_prime_UTR,chrIV:840387-840604,-,none,chrIV,840387,840604,217
YDR191W,id001,three_prime_UTR,chrIV:843449-843558,+,none,chrIV,843449,843558,109
YDR192C,id001,three_prime_UTR,chrIV:843478-843569,-,none,chrIV,843478,843569,91
YDR194C,id001,three_prime_UTR,chrIV:845797-845952,-,none,chrIV,845797,845952,155
YDR195W,id003,three_prime_UTR,chrIV:850200-850279,+,none,chrIV,850200,850279,79
YDR196C,id001,three_prime_UTR,chrIV:850181-850274,-,none,chrIV,850181,850274,93
YDR197W,id003,three_prime_UTR,chrIV:852397-852609,+,none,chrIV,852397,852609,212
YDR198C,id002,three_prime_UTR,chrIV:852386-852533,-,none,chrIV,852386,852533,147
YDR200C,id005,three_prime_UTR,chrIV:854144-854279,-,none,chrIV,854144,854279,135
YDR201W,id001,three_prime_UTR,chrIV:856814-856937,+,none,chrIV,856814,856937,123
YDR202C,id003,three_prime_UTR,chrIV:856742-856898,-,none,chrIV,856742,856898,156
YDR204W,id003,three_prime_UTR,chrIV:859144-859285,+,none,chrIV,859144,859285,141
YDR205W,id004,three_prime_UTR,chrIV:861520-861570,+,none,chrIV,861520,861570,50
YDR207C,id001,three_prime_UTR,chrIV:864918-865012,-,none,chrIV,864918,865012,94
YDR208W,id001,three_prime_UTR,chrIV:870563-870697,+,none,chrIV,870563,870697,134
YDR210W,id003,three_prime_UTR,chrIV:871301-871563,+,none,chrIV,871301,871563,262
YDR211W,id003,three_prime_UTR,chrIV:886865-887017,+,none,chrIV,886865,887017,152
YDR212W,id002,three_prime_UTR,chrIV:888911-889457,+,none,chrIV,888911,889457,546
YDR213W,id002,three_prime_UTR,chrIV:892492-892532,+,none,chrIV,892492,892532,40
YDR214W,id002,three_prime_UTR,chrIV:893927-894023,+,none,chrIV,893927,894023,96
YDR215C,id001,three_prime_UTR,chrIV:892607-894089,-,none,chrIV,892607,894089,1482
YDR219C,id002,three_prime_UTR,chrIV:905262-905455,-,none,chrIV,905262,905455,193
YDR221W,id003,three_prime_UTR,chrIV:909438-909969,+,none,chrIV,909438,909969,531
YDR222W,id001,three_prime_UTR,chrIV:911301-911434,+,none,chrIV,911301,911434,133
YDR223W,id001,three_prime_UTR,chrIV:913502-913856,+,none,chrIV,913502,913856,354
YDR224C,id001,three_prime_UTR,chrIV:914190-914317,-,none,chrIV,914190,914317,127
YDR225W,id001,three_prime_UTR,chrIV:915928-916083,+,none,chrIV,915928,916083,155
YDR226W,id001,three_prime_UTR,chrIV:917154-917271,+,none,chrIV,917154,917271,117
YDR227W,id001,three_prime_UTR,chrIV:921647-921813,+,none,chrIV,921647,921813,166
YDR228C,id002,three_prime_UTR,chrIV:921860-921926,-,none,chrIV,921860,921926,66
YDR229W,id001,three_prime_UTR,chrIV:926146-926210,+,none,chrIV,926146,926210,64
YDR231C,id003,three_prime_UTR,chrIV:926000-926293,-,none,chrIV,926000,926293,293
YDR232W,id003,three_prime_UTR,chrIV:929098-929305,+,none,chrIV,929098,929305,207
YDR233C,id001,three_prime_UTR,chrIV:929324-929470,-,none,chrIV,929324,929470,146
YDR234W,id001,three_prime_UTR,chrIV:933210-933312,+,none,chrIV,933210,933312,102
YDR235W,id001,three_prime_UTR,chrIV:935138-935221,+,none,chrIV,935138,935221,83
YDR236C,id004,three_prime_UTR,chrIV:935139-935236,-,none,chrIV,935139,935236,97
YDR237W,id001,three_prime_UTR,chrIV:937493-937767,+,none,chrIV,937493,937767,274
YDR238C,id003,three_prime_UTR,chrIV:937544-937895,-,none,chrIV,937544,937895,351
YDR239C,id001,three_prime_UTR,chrIV:940981-941057,-,none,chrIV,940981,941057,76
YDR240C,id002,three_prime_UTR,chrIV:943615-943674,-,none,chrIV,943615,943674,59
YDR242W,id002,three_prime_UTR,chrIV:948456-948551,+,none,chrIV,948456,948551,95
YDR243C,id003,three_prime_UTR,chrIV:948455-948518,-,none,chrIV,948455,948518,63
YDR244W,id001,three_prime_UTR,chrIV:952401-952595,+,none,chrIV,952401,952595,194
YDR245W,id002,three_prime_UTR,chrIV:953981-954128,+,none,chrIV,953981,954128,147
YDR246W,id001,three_prime_UTR,chrIV:954947-955151,+,none,chrIV,954947,955151,204
YDR247W,id003,three_prime_UTR,chrIV:957398-957770,+,none,chrIV,957398,957770,372
YDR248C,id001,three_prime_UTR,chrIV:957485-957758,-,none,chrIV,957485,957758,273
YDR249C,id003,three_prime_UTR,chrIV:958567-958681,-,none,chrIV,958567,958681,114
YDR250C,id001,three_prime_UTR,chrIV:959958-960086,-,none,chrIV,959958,960086,128
YDR251W,id003,three_prime_UTR,chrIV:963106-963241,+,none,chrIV,963106,963241,135
YDR252W,id003,three_prime_UTR,chrIV:963861-964750,+,none,chrIV,963861,964750,889
YDR253C,id002,three_prime_UTR,chrIV:963910-963990,-,none,chrIV,963910,963990,80
YDR254W,id005,three_prime_UTR,chrIV:966489-966574,+,none,chrIV,966489,966574,85
YDR255C,id004,three_prime_UTR,chrIV:966253-966557,-,none,chrIV,966253,966557,304
YDR256C,id001,three_prime_UTR,chrIV:967993-968133,-,none,chrIV,967993,968133,140
YDR257C,id001,three_prime_UTR,chrIV:969662-969990,-,none,chrIV,969662,969990,328
YDR258C,id011,three_prime_UTR,chrIV:971702-971808,-,none,chrIV,971702,971808,106
YDR259C,id001,three_prime_UTR,chrIV:974496-974631,-,none,chrIV,974496,974631,135
YDR260C,id004,three_prime_UTR,chrIV:976077-976717,-,none,chrIV,976077,976717,640
YDR261C,id002,three_prime_UTR,chrIV:977381-977521,-,none,chrIV,977381,977521,140
YDR262W,id002,three_prime_UTR,chrIV:993952-994470,+,none,chrIV,993952,994470,518
YDR263C,id004,three_prime_UTR,chrIV:994141-994242,-,none,chrIV,994141,994242,101
YDR264C,id004,three_prime_UTR,chrIV:995755-996029,-,none,chrIV,995755,996029,274
YDR265W,id004,three_prime_UTR,chrIV:999877-1000057,+,none,chrIV,999877,1000057,180
YDR266C,id003,three_prime_UTR,chrIV:999982-1000104,-,none,chrIV,999982,1000104,122
YDR267C,id002,three_prime_UTR,chrIV:1002364-1002510,-,none,chrIV,1002364,1002510,146
YDR268W,id005,three_prime_UTR,chrIV:1005143-1005253,+,none,chrIV,1005143,1005253,110
YDR270W,id001,three_prime_UTR,chrIV:1008689-1008767,+,none,chrIV,1008689,1008767,78
YDR271C,id001,three_prime_UTR,chrIV:1007978-1008395,-,none,chrIV,1007978,1008395,417
YDR272W,id002,three_prime_UTR,chrIV:1009834-1010858,+,none,chrIV,1009834,1010858,1024
YDR273W,id003,three_prime_UTR,chrIV:1011273-1011306,+,none,chrIV,1011273,1011306,33
YDR274C,id001,three_prime_UTR,chrIV:1011243-1011589,-,none,chrIV,1011243,1011589,346
YDR275W,id005,three_prime_UTR,chrIV:1012959-1013244,+,none,chrIV,1012959,1013244,285
YDR276C,id001,three_prime_UTR,chrIV:1013259-1013476,-,none,chrIV,1013259,1013476,217
YDR277C,id005,three_prime_UTR,chrIV:1014122-1014401,-,none,chrIV,1014122,1014401,279
YDR279W,id001,three_prime_UTR,chrIV:1020420-1020447,+,none,chrIV,1020420,1020447,27
YDR280W,id004,three_prime_UTR,chrIV:1021664-1021771,+,none,chrIV,1021664,1021771,107
YDR281C,id003,three_prime_UTR,chrIV:1021683-1022007,-,none,chrIV,1021683,1022007,324
YDR282C,id003,three_prime_UTR,chrIV:1023311-1023511,-,none,chrIV,1023311,1023511,200
YDR284C,id003,three_prime_UTR,chrIV:1030463-1030550,-,none,chrIV,1030463,1030550,87
YDR286C,id001,three_prime_UTR,chrIV:1035145-1035231,-,none,chrIV,1035145,1035231,86
YDR287W,id001,three_prime_UTR,chrIV:1036873-1036964,+,none,chrIV,1036873,1036964,91
YDR288W,id001,three_prime_UTR,chrIV:1038106-1038189,+,none,chrIV,1038106,1038189,83
YDR289C,id001,three_prime_UTR,chrIV:1037855-1038280,-,none,chrIV,1037855,1038280,425
YDR291W,id001,three_prime_UTR,chrIV:1042961-1043251,+,none,chrIV,1042961,1043251,290
YDR292C,id002,three_prime_UTR,chrIV:1042953-1043146,-,none,chrIV,1042953,1043146,193
YDR293C,id001,three_prime_UTR,chrIV:1045320-1045640,-,none,chrIV,1045320,1045640,320
YDR294C,id003,three_prime_UTR,chrIV:1050408-1050459,-,none,chrIV,1050408,1050459,51
YDR295C,id002,three_prime_UTR,chrIV:1052542-1052623,-,none,chrIV,1052542,1052623,81
YDR296W,id001,three_prime_UTR,chrIV:1055892-1055979,+,none,chrIV,1055892,1055979,87
YDR297W,id003,three_prime_UTR,chrIV:1057600-1057763,+,none,chrIV,1057600,1057763,163
YDR298C,id003,three_prime_UTR,chrIV:1058000-1058176,-,none,chrIV,1058000,1058176,176
YDR299W,id003,three_prime_UTR,chrIV:1061231-1061344,+,none,chrIV,1061231,1061344,113
YDR300C,id003,three_prime_UTR,chrIV:1061247-1061505,-,none,chrIV,1061247,1061505,258
YDR301W,id001,three_prime_UTR,chrIV:1067425-1067556,+,none,chrIV,1067425,1067556,131
YDR302W,id002,three_prime_UTR,chrIV:1068390-1068591,+,none,chrIV,1068390,1068591,201
YDR303C,id002,three_prime_UTR,chrIV:1068614-1068729,-,none,chrIV,1068614,1068729,115
YDR304C,id001,three_prime_UTR,chrIV:1071810-1071880,-,none,chrIV,1071810,1071880,70
YDR305C,id003,three_prime_UTR,chrIV:1072681-1072746,-,none,chrIV,1072681,1072746,65
YDR306C,id005,three_prime_UTR,chrIV:1073546-1073735,-,none,chrIV,1073546,1073735,189
YDR307W,id003,three_prime_UTR,chrIV:1077853-1077998,+,none,chrIV,1077853,1077998,145
YDR308C,id003,three_prime_UTR,chrIV:1077417-1078027,-,none,chrIV,1077417,1078027,610
YDR309C,id001,three_prime_UTR,chrIV:1078749-1079048,-,none,chrIV,1078749,1079048,299
YDR311W,id001,three_prime_UTR,chrIV:1086993-1087096,+,none,chrIV,1086993,1087096,103
YDR312W,id001,three_prime_UTR,chrIV:1088942-1089141,+,none,chrIV,1088942,1089141,199
YDR313C,id003,three_prime_UTR,chrIV:1089041-1089219,-,none,chrIV,1089041,1089219,178
YDR315C,id003,three_prime_UTR,chrIV:1092606-1092741,-,none,chrIV,1092606,1092741,135
YDR316W,id004,three_prime_UTR,chrIV:1095178-1095257,+,none,chrIV,1095178,1095257,79
YDR317W,id002,three_prime_UTR,chrIV:1103428-1103509,+,none,chrIV,1103428,1103509,81
YDR318W,id013,three_prime_UTR,chrIV:1104947-1105085,+,none,chrIV,1104947,1105085,138
YDR319C,id002,three_prime_UTR,chrIV:1104446-1105003,-,none,chrIV,1104446,1105003,557
YDR320C,id001,three_prime_UTR,chrIV:1106004-1106095,-,none,chrIV,1106004,1106095,91
YDR320C-A,id001,three_prime_UTR,chrIV:1108201-1108280,-,none,chrIV,1108201,1108280,79
YDR320W-B,id002,three_prime_UTR,chrIV:1108621-1108655,+,none,chrIV,1108621,1108655,34
YDR321W,id003,three_prime_UTR,chrIV:1109847-1110064,+,none,chrIV,1109847,1110064,217
YDR322C-A,id001,three_prime_UTR,chrIV:1111663-1112003,-,none,chrIV,1111663,1112003,340
YDR322W,id008,three_prime_UTR,chrIV:1111692-1111803,+,none,chrIV,1111692,1111803,111
YDR323C,id002,three_prime_UTR,chrIV:1112333-1112480,-,none,chrIV,1112333,1112480,147
YDR325W,id001,three_prime_UTR,chrIV:1120233-1120540,+,none,chrIV,1120233,1120540,307
YDR328C,id004,three_prime_UTR,chrIV:1125244-1125434,-,none,chrIV,1125244,1125434,190
YDR329C,id002,three_prime_UTR,chrIV:1126179-1126270,-,none,chrIV,1126179,1126270,91
YDR330W,id002,three_prime_UTR,chrIV:1129374-1129581,+,none,chrIV,1129374,1129581,207
YDR331W,id001,three_prime_UTR,chrIV:1130823-1130957,+,none,chrIV,1130823,1130957,134
YDR332W,id002,three_prime_UTR,chrIV:1133070-1133150,+,none,chrIV,1133070,1133150,80
YDR333C,id002,three_prime_UTR,chrIV:1133037-1133260,-,none,chrIV,1133037,1133260,223
YDR335W,id003,three_prime_UTR,chrIV:1144842-1144934,+,none,chrIV,1144842,1144934,92
YDR336W,id001,three_prime_UTR,chrIV:1146036-1146099,+,none,chrIV,1146036,1146099,63
