gene_name,gene_id,feature_type,range,strand,repeat_mask,chromosome,start,end,feature_length
YDL069C,id003,three_prime_UTR,chrIV:332998-333121,-,none,chrIV,332998,333121,123
YDL070W,id001,three_prime_UTR,chrIV:332940-333121,+,none,chrIV,332940,333121,181
YDL072C,id001,three_prime_UTR,chrIV:329748-329836,-,none,chrIV,329748,329836,88
YDL073W,id001,three_prime_UTR,chrIV:329567-329623,+,none,chrIV,329567,329623,56
YDL074C,id001,three_prime_UTR,chrIV:323865-324047,-,none,chrIV,323865,324047,182
YDL075W,id005,three_prime_UTR,chrIV:322988-323095,+,none,chrIV,322988,323095,107
YDL076C,id001,three_prime_UTR,chrIV:320441-320668,-,none,chrIV,320441,320668,227
YDL078C,id001,three_prime_UTR,chrIV:314016-315357,-,none,chrIV,314016,315357,1341
YDL079C,id001,three_prime_UTR,chrIV:312918-312951,-,none,chrIV,312918,312951,33
YDL080C,id001,three_prime_UTR,chrIV:310319-310642,-,none,chrIV,310319,310642,323
YDL081C,id001,three_prime_UTR,chrIV:307808-309802,-,none,chrIV,307808,309802,1994
YDL082W,id002,three_prime_UTR,chrIV:309388-309775,+,none,chrIV,309388,309775,387
YDL083C,id003,three_prime_UTR,chrIV:306801-306926,-,none,chrIV,306801,306926,125
YDL084W,id003,three_prime_UTR,chrIV:306577-306885,+,none,chrIV,306577,306885,308
YDL085C-A,id001,three_prime_UTR,chrIV:302024-302464,-,none,chrIV,302024,302464,440
YDL085W,id001,three_prime_UTR,chrIV:304848-305561,+,none,chrIV,304848,305561,713
YDL086C-A,id001,three_prime_UTR,chrIV:301300-301655,-,none,chrIV,301300,301655,355
YDL086W,id010,three_prime_UTR,chrIV:302234-302430,+,none,chrIV,302234,302430,196
YDL087C,id001,three_prime_UTR,chrIV:299248-300214,-,none,chrIV,299248,300214,966
YDL088C,id001,three_prime_UTR,chrIV:298256-298417,-,none,chrIV,298256,298417,161
YDL089W,id001,three_prime_UTR,chrIV:298274-298390,+,none,chrIV,298274,298390,116
YDL090C,id002,three_prime_UTR,chrIV:294742-295034,-,none,chrIV,294742,295034,292
YDL091C,id001,three_prime_UTR,chrIV:293270-293392,-,none,chrIV,293270,293392,122
YDL092W,id001,three_prime_UTR,chrIV:293221-293440,+,none,chrIV,293221,293440,219
YDL093W,id003,three_prime_UTR,chrIV:292140-292427,+,none,chrIV,292140,292427,287
YDL095W,id001,three_prime_UTR,chrIV:289512-289911,+,none,chrIV,289512,289911,399
YDL097C,id001,three_prime_UTR,chrIV:285227-285391,-,none,chrIV,285227,285391,164
YDL098C,id001,three_prime_UTR,chrIV:284443-284581,-,none,chrIV,284443,284581,138
YDL099W,id001,three_prime_UTR,chrIV:284444-285044,+,none,chrIV,284444,285044,600
YDL100C,id002,three_prime_UTR,chrIV:281955-282112,-,none,chrIV,281955,282112,157
YDL101C,id001,three_prime_UTR,chrIV:280009-280307,-,none,chrIV,280009,280307,298
YDL103C,id001,three_prime_UTR,chrIV:274923-275148,-,none,chrIV,274923,275148,225
YDL104C,id001,three_prime_UTR,chrIV:273513-273653,-,none,chrIV,273513,273653,140
YDL105W,id001,three_prime_UTR,chrIV:273597-274225,+,none,chrIV,273597,274225,628
YDL106C,id004,three_prime_UTR,chrIV:269985-270222,-,none,chrIV,269985,270222,237
YDL107W,id001,three_prime_UTR,chrIV:269976-270181,+,none,chrIV,269976,270181,205
YDL108W,id001,three_prime_UTR,chrIV:268699-268785,+,none,chrIV,268699,268785,86
YDL110C,id003,three_prime_UTR,chrIV:264331-264512,-,none,chrIV,264331,264512,181
YDL111C,id001,three_prime_UTR,chrIV:263151-263313,-,none,chrIV,263151,263313,162
YDL112W,id001,three_prime_UTR,chrIV:263225-263336,+,none,chrIV,263225,263336,111
YDL113C,id001,three_prime_UTR,chrIV:256505-256633,-,none,chrIV,256505,256633,128
YDL114W-A,id001,three_prime_UTR,chrIV:255048-255270,+,none,chrIV,255048,255270,222
YDL115C,id001,three_prime_UTR,chrIV:253903-253995,-,none,chrIV,253903,253995,92
YDL116W,id001,three_prime_UTR,chrIV:253746-253990,+,none,chrIV,253746,253990,244
YDL117W,id002,three_prime_UTR,chrIV:251238-251389,+,none,chrIV,251238,251389,151
YDL119C,id001,three_prime_UTR,chrIV:246529-246689,-,none,chrIV,246529,246689,160
YDL120W,id002,three_prime_UTR,chrIV:246447-246707,+,none,chrIV,246447,246707,260
YDL121C,id003,three_prime_UTR,chrIV:244933-245133,-,none,chrIV,244933,245133,200
YDL122W,id001,three_prime_UTR,chrIV:244981-245052,+,none,chrIV,244981,245052,71
YDL123W,id003,three_prime_UTR,chrIV:241840-242241,+,none,chrIV,241840,242241,401
YDL124W,id004,three_prime_UTR,chrIV:241197-241272,+,none,chrIV,241197,241272,75
YDL125C,id001,three_prime_UTR,chrIV:238902-239019,-,none,chrIV,238902,239019,117
YDL126C,id001,three_prime_UTR,chrIV:235948-236157,-,none,chrIV,235948,236157,209
YDL127W,id001,three_prime_UTR,chrIV:235853-236108,+,none,chrIV,235853,236108,255
YDL128W,id001,three_prime_UTR,chrIV:233887-234104,+,none,chrIV,233887,234104,217
YDL129W,id002,three_prime_UTR,chrIV:231899-232339,+,none,chrIV,231899,232339,440
YDL130W,id001,three_prime_UTR,chrIV:230527-230839,+,none,chrIV,230527,230839,312
YDL130W-A,id001,three_prime_UTR,chrIV:229431-229686,+,none,chrIV,229431,229686,255
YDL131W,id001,three_prime_UTR,chrIV:228715-229018,+,none,chrIV,228715,229018,303
YDL133C-A,id001,three_prime_UTR,chrIV:221339-221724,-,none,chrIV,221339,221724,385
YDL133W,id001,three_prime_UTR,chrIV:223740-223847,+,none,chrIV,223740,223847,107
YDL134C,id001,three_prime_UTR,chrIV:219493-219662,-,none,chrIV,219493,219662,169
YDL135C,id001,three_prime_UTR,chrIV:218351-218680,-,none,chrIV,218351,218680,329
YDL136W,id001,three_prime_UTR,chrIV:218367-218698,+,none,chrIV,218367,218698,331
YDL137W,id002,three_prime_UTR,chrIV:217074-217323,+,none,chrIV,217074,217323,249
YDL138W,id002,three_prime_UTR,chrIV:215642-215795,+,none,chrIV,215642,215795,153
YDL139C,id001,three_prime_UTR,chrIV:211258-211375,-,none,chrIV,211258,211375,117
YDL141W,id002,three_prime_UTR,chrIV:205111-205374,+,none,chrIV,205111,205374,263
YDL142C,id001,three_prime_UTR,chrIV:201592-201719,-,none,chrIV,201592,201719,127
YDL143W,id001,three_prime_UTR,chrIV:201582-201862,+,none,chrIV,201582,201862,280
YDL144C,id001,three_prime_UTR,chrIV:198475-198662,-,none,chrIV,198475,198662,187
YDL145C,id001,three_prime_UTR,chrIV:194414-194571,-,none,chrIV,194414,194571,157
YDL146W,id001,three_prime_UTR,chrIV:194225-194510,+,none,chrIV,194225,194510,285
YDL147W,id001,three_prime_UTR,chrIV:192261-192648,+,none,chrIV,192261,192648,387
YDL148C,id007,three_prime_UTR,chrIV:187866-188154,-,none,chrIV,187866,188154,288
YDL149W,id001,three_prime_UTR,chrIV:187918-188015,+,none,chrIV,187918,188015,97
YDL150W,id001,three_prime_UTR,chrIV:184611-184706,+,none,chrIV,184611,184706,95
YDL153C,id002,three_prime_UTR,chrIV:180999-181186,-,none,chrIV,180999,181186,187
YDL155W,id001,three_prime_UTR,chrIV:178056-178185,+,none,chrIV,178056,178185,129
YDL156W,id001,three_prime_UTR,chrIV:176486-177495,+,none,chrIV,176486,177495,1009
YDL157C,id001,three_prime_UTR,chrIV:173871-174232,-,none,chrIV,173871,174232,361
YDL159W,id001,three_prime_UTR,chrIV:174028-174227,+,none,chrIV,174028,174227,199
YDL160C,id001,three_prime_UTR,chrIV:169968-170410,-,none,chrIV,169968,170410,442
YDL160C-A,id001,three_prime_UTR,chrIV:168270-169366,-,none,chrIV,168270,169366,1096
YDL161W,id003,three_prime_UTR,chrIV:169078-169321,+,none,chrIV,169078,169321,243
YDL164C,id001,three_prime_UTR,chrIV:164823-164987,-,none,chrIV,164823,164987,164
YDL165W,id001,three_prime_UTR,chrIV:164865-165057,+,none,chrIV,164865,165057,192
YDL166C,id003,three_prime_UTR,chrIV:163301-163449,-,none,chrIV,163301,163449,148
YDL167C,id001,three_prime_UTR,chrIV:160753-160995,-,none,chrIV,160753,160995,242
YDL168W,id004,three_prime_UTR,chrIV:160764-160977,+,none,chrIV,160764,160977,213
YDL169C,id001,three_prime_UTR,chrIV:157899-158064,-,none,chrIV,157899,158064,165
YDL170W,id002,three_prime_UTR,chrIV:157904-158077,+,none,chrIV,157904,158077,173
YDL174C,id001,three_prime_UTR,chrIV:145734-145826,-,none,chrIV,145734,145826,92
YDL175C,id001,three_prime_UTR,chrIV:144243-144484,-,none,chrIV,144243,144484,241
YDL176W,id001,three_prime_UTR,chrIV:144223-144475,+,none,chrIV,144223,144475,252
YDL177C,id001,three_prime_UTR,chrIV:141101-141209,-,none,chrIV,141101,141209,108
YDL178W,id001,three_prime_UTR,chrIV:141114-141255,+,none,chrIV,141114,141255,141
YDL179W,id001,three_prime_UTR,chrIV:139205-139469,+,none,chrIV,139205,139469,264
YDL180W,id001,three_prime_UTR,chrIV:137539-137706,+,none,chrIV,137539,137706,167
YDL181W,id023,three_prime_UTR,chrIV:135436-135745,+,none,chrIV,135436,135745,309
YDL182W,id004,three_prime_UTR,chrIV:134723-134811,+,none,chrIV,134723,134811,88
YDL183C,id001,three_prime_UTR,chrIV:130511-130871,-,none,chrIV,130511,130871,360
YDL184C,id001,three_prime_UTR,chrIV:129985-130407,-,none,chrIV,129985,130407,422
YDL185W,id003,three_prime_UTR,chrIV:130002-130168,+,none,chrIV,130002,130168,166
YDL186W,id001,three_prime_UTR,chrIV:126449-126518,+,none,chrIV,126449,126518,69
YDL187C,id001,three_prime_UTR,chrIV:125358-125509,-,none,chrIV,125358,125509,151
YDL188C,id002,three_prime_UTR,chrIV:123711-123865,-,none,chrIV,123711,123865,154
YDL189W,id001,three_prime_UTR,chrIV:123589-123770,+,none,chrIV,123589,123770,181
YDL190C,id001,three_prime_UTR,chrIV:118495-118707,-,none,chrIV,118495,118707,212
YDL191W,id003,three_prime_UTR,chrIV:118517-118683,+,none,chrIV,118517,118683,166
YDL192W,id001,three_prime_UTR,chrIV:116866-117614,+,none,chrIV,116866,117614,748
YDL193W,id004,three_prime_UTR,chrIV:115799-115999,+,none,chrIV,115799,115999,200
YDL195W,id001,three_prime_UTR,chrIV:111029-111215,+,none,chrIV,111029,111215,186
YDL197C,id001,three_prime_UTR,chrIV:104744-104917,-,none,chrIV,104744,104917,173
YDL198C,id001,three_prime_UTR,chrIV:103375-103649,-,none,chrIV,103375,103649,274
YDL199C,id001,three_prime_UTR,chrIV:101204-101290,-,none,chrIV,101204,101290,86
YDL200C,id004,three_prime_UTR,chrIV:100418-100501,-,none,chrIV,100418,100501,83
YDL201W,id001,three_prime_UTR,chrIV:100421-100504,+,none,chrIV,100421,100504,83
YDL202W,id001,three_prime_UTR,chrIV:99224-99652,+,none,chrIV,99224,99652,428
YDL203C,id001,three_prime_UTR,chrIV:95818-96082,-,none,chrIV,95818,96082,264
YDL204W,id001,three_prime_UTR,chrIV:95786-96178,+,none,chrIV,95786,96178,392
YDL205C,id001,three_prime_UTR,chrIV:92419-92762,-,none,chrIV,92419,92762,343
YDL206W,id001,three_prime_UTR,chrIV:92464-92490,+,none,chrIV,92464,92490,26
YDL207W,id003,three_prime_UTR,chrIV:89864-89944,+,none,chrIV,89864,89944,80
YDL208W,id001,three_prime_UTR,chrIV:87982-88222,+,none,chrIV,87982,88222,240
YDL209C,id002,three_prime_UTR,chrIV:85948-86207,-,none,chrIV,85948,86207,259
YDL211C,id001,three_prime_UTR,chrIV:79139-79294,-,none,chrIV,79139,79294,155
YDL212W,id002,three_prime_UTR,chrIV:79058-79309,+,none,chrIV,79058,79309,251
YDL213C,id001,three_prime_UTR,chrIV:76556-77289,-,none,chrIV,76556,77289,733
YDL215C,id002,three_prime_UTR,chrIV:70485-70640,-,none,chrIV,70485,70640,155
YDL216C,id001,three_prime_UTR,chrIV:68869-68997,-,none,chrIV,68869,68997,128
YDL217C,id001,three_prime_UTR,chrIV:66458-67983,-,none,chrIV,66458,67983,1525
YDL218W,id001,three_prime_UTR,chrIV:67446-67675,+,none,chrIV,67446,67675,229
YDL219W,id003,three_prime_UTR,chrIV:65765-66055,+,none,chrIV,65765,66055,290
YDL220C,id001,three_prime_UTR,chrIV:61795-62244,-,none,chrIV,61795,62244,449
YDL222C,id001,three_prime_UTR,chrIV:60462-60872,-,none,chrIV,60462,60872,410
YDL224C,id001,three_prime_UTR,chrIV:54151-54397,-,none,chrIV,54151,54397,246
YDL225W,id001,three_prime_UTR,chrIV:54100-54332,+,none,chrIV,54100,54332,232
YDL226C,id001,three_prime_UTR,chrIV:50603-51115,-,none,chrIV,50603,51115,512
YDL227C,id001,three_prime_UTR,chrIV:46213-46271,-,none,chrIV,46213,46271,58
YDL229W,id002,three_prime_UTR,chrIV:45906-46011,+,none,chrIV,45906,46011,105
YDL230W,id001,three_prime_UTR,chrIV:43707-43984,+,none,chrIV,43707,43984,277
YDL232W,id003,three_prime_UTR,chrIV:38597-38885,+,none,chrIV,38597,38885,288
YDL233W,id001,three_prime_UTR,chrIV:38173-38449,+,none,chrIV,38173,38449,276
YDL234C,id001,three_prime_UTR,chrIV:34051-34237,-,none,chrIV,34051,34237,186
YDL235C,id001,three_prime_UTR,chrIV:33158-33415,-,none,chrIV,33158,33415,257
YDL236W,id003,three_prime_UTR,chrIV:33234-33439,+,none,chrIV,33234,33439,205
YDL237W,id002,three_prime_UTR,chrIV:31829-32125,+,none,chrIV,31829,32125,296
YDL238C,id001,three_prime_UTR,chrIV:28894-28985,-,none,chrIV,28894,28985,91
YDL240W,id001,three_prime_UTR,chrIV:25876-26119,+,none,chrIV,25876,26119,243
YDL241W,id001,three_prime_UTR,chrIV:21006-21443,+,none,chrIV,21006,21443,437
YDL243C,id001,three_prime_UTR,chrIV:17388-17577,-,none,chrIV,17388,17577,189
YDR001C,id001,three_prime_UTR,chrIV:450143-450220,-,none,chrIV,450143,450220,77
YDR002W,id007,three_prime_UTR,chrIV:453650-453850,+,none,chrIV,453650,453850,200
YDR003W,id001,three_prime_UTR,chrIV:454754-454818,+,none,chrIV,454754,454818,64
YDR003W-A,id001,three_prime_UTR,chrIV:454904-455252,+,none,chrIV,454904,455252,348
YDR005C,id002,three_prime_UTR,chrIV:456545-456836,-,none,chrIV,456545,456836,291
YDR006C,id001,three_prime_UTR,chrIV:458455-458542,-,none,chrIV,458455,458542,87
YDR007W,id001,three_prime_UTR,chrIV:462516-462922,+,none,chrIV,462516,462922,406
YDR009W,id001,three_prime_UTR,chrIV:464996-465646,+,none,chrIV,464996,465646,650
YDR010C,id001,three_prime_UTR,chrIV:464605-465051,-,none,chrIV,464605,465051,446
YDR011W,id001,three_prime_UTR,chrIV:470424-470599,+,none,chrIV,470424,470599,175
YDR012W,id001,three_prime_UTR,chrIV:472941-473290,+,none,chrIV,472941,473290,349
YDR013W,id001,three_prime_UTR,chrIV:473783-473950,+,none,chrIV,473783,473950,167
YDR014W-A,id001,three_prime_UTR,chrIV:478285-478457,+,none,chrIV,478285,478457,172
YDR016C,id001,three_prime_UTR,chrIV:478184-478474,-,none,chrIV,478184,478474,290
YDR018C,id001,three_prime_UTR,chrIV:482510-482670,-,none,chrIV,482510,482670,160
YDR019C,id001,three_prime_UTR,chrIV:483848-484163,-,none,chrIV,483848,484163,315
YDR020C,id002,three_prime_UTR,chrIV:485316-485746,-,none,chrIV,485316,485746,430
YDR021W,id001,three_prime_UTR,chrIV:488003-488104,+,none,chrIV,488003,488104,101
YDR022C,id005,three_prime_UTR,chrIV:487893-488072,-,none,chrIV,487893,488072,179
YDR023W,id001,three_prime_UTR,chrIV:490896-491073,+,none,chrIV,490896,491073,177
YDR025W,id002,three_prime_UTR,chrIV:492324-492631,+,none,chrIV,492324,492631,307
YDR026C,id001,three_prime_UTR,chrIV:492313-492556,-,none,chrIV,492313,492556,243
YDR027C,id001,three_prime_UTR,chrIV:494538-494649,-,none,chrIV,494538,494649,111
YDR028C,id001,three_prime_UTR,chrIV:497543-497835,-,none,chrIV,497543,497835,292
YDR030C,id001,three_prime_UTR,chrIV:501530-501753,-,none,chrIV,501530,501753,223
YDR031W,id001,three_prime_UTR,chrIV:503863-504110,+,none,chrIV,503863,504110,247
YDR032C,id001,three_prime_UTR,chrIV:503864-504099,-,none,chrIV,503864,504099,235
YDR033W,id001,three_prime_UTR,chrIV:509109-509591,+,none,chrIV,509109,509591,482
YDR034C,id001,three_prime_UTR,chrIV:509444-509737,-,none,chrIV,509444,509737,293
YDR034W-B,id001,three_prime_UTR,chrIV:521469-521833,+,none,chrIV,521469,521833,364
YDR035W,id002,three_prime_UTR,chrIV:522928-523205,+,none,chrIV,522928,523205,277
YDR036C,id001,three_prime_UTR,chrIV:523013-523211,-,none,chrIV,523013,523211,198
YDR037W,id003,three_prime_UTR,chrIV:527215-527442,+,none,chrIV,527215,527442,227
YDR041W,id001,three_prime_UTR,chrIV:540414-540939,+,none,chrIV,540414,540939,525
YDR042C,id001,three_prime_UTR,chrIV:540489-540601,-,none,chrIV,540489,540601,112
YDR043C,id001,three_prime_UTR,chrIV:542559-542674,-,none,chrIV,542559,542674,115
YDR044W,id001,three_prime_UTR,chrIV:547628-547775,+,none,chrIV,547628,547775,147
YDR045C,id001,three_prime_UTR,chrIV:547661-547978,-,none,chrIV,547661,547978,317
YDR046C,id001,three_prime_UTR,chrIV:548598-548762,-,none,chrIV,548598,548762,164
YDR047W,id001,three_prime_UTR,chrIV:552948-553100,+,none,chrIV,552948,553100,152
YDR048C,id001,three_prime_UTR,chrIV:552950-553084,-,none,chrIV,552950,553084,134
YDR049W,id003,three_prime_UTR,chrIV:555152-555310,+,none,chrIV,555152,555310,158
YDR050C,id001,three_prime_UTR,chrIV:555386-555726,-,none,chrIV,555386,555726,340
YDR051C,id001,three_prime_UTR,chrIV:556950-557056,-,none,chrIV,556950,557056,106
YDR052C,id001,three_prime_UTR,chrIV:558270-558511,-,none,chrIV,558270,558511,241
YDR054C,id001,three_prime_UTR,chrIV:560953-561440,-,none,chrIV,560953,561440,487
YDR055W,id002,three_prime_UTR,chrIV:564861-565020,+,none,chrIV,564861,565020,159
YDR056C,id001,three_prime_UTR,chrIV:564857-565023,-,none,chrIV,564857,565023,166
YDR057W,id001,three_prime_UTR,chrIV:567555-567709,+,none,chrIV,567555,567709,154
YDR058C,id001,three_prime_UTR,chrIV:567544-567723,-,none,chrIV,567544,567723,179
YDR059C,id003,three_prime_UTR,chrIV:569060-569234,-,none,chrIV,569060,569234,174
YDR060W,id004,three_prime_UTR,chrIV:573726-573814,+,none,chrIV,573726,573814,88
YDR061W,id008,three_prime_UTR,chrIV:575783-575913,+,none,chrIV,575783,575913,130
YDR062W,id001,three_prime_UTR,chrIV:578159-578943,+,none,chrIV,578159,578943,784
YDR063W,id001,three_prime_UTR,chrIV:579112-579184,+,none,chrIV,579112,579184,72
YDR064W,id001,three_prime_UTR,chrIV:580452-580719,+,none,chrIV,580452,580719,267
YDR065W,id001,three_prime_UTR,chrIV:581784-583664,+,none,chrIV,581784,583664,1880
YDR066C,id001,three_prime_UTR,chrIV:581366-581908,-,none,chrIV,581366,581908,542
YDR067C,id001,three_prime_UTR,chrIV:582668-582791,-,none,chrIV,582668,582791,123
YDR068W,id001,three_prime_UTR,chrIV:584645-584842,+,none,chrIV,584645,584842,197
YDR069C,id001,three_prime_UTR,chrIV:584631-584939,-,none,chrIV,584631,584939,308
YDR070C,id002,three_prime_UTR,chrIV:587943-588098,-,none,chrIV,587943,588098,155
YDR071C,id003,three_prime_UTR,chrIV:588714-588827,-,none,chrIV,588714,588827,113
YDR072C,id001,three_prime_UTR,chrIV:589667-589761,-,none,chrIV,589667,589761,94
YDR073W,id001,three_prime_UTR,chrIV:592948-593280,+,none,chrIV,592948,593280,332
YDR074W,id005,three_prime_UTR,chrIV:596583-596820,+,none,chrIV,596583,596820,237
YDR075W,id003,three_prime_UTR,chrIV:598082-598241,+,none,chrIV,598082,598241,159
YDR076W,id001,three_prime_UTR,chrIV:599688-600765,+,none,chrIV,599688,600765,1077
YDR077W,id002,three_prime_UTR,chrIV:601809-602136,+,none,chrIV,601809,602136,327
YDR078C,id002,three_prime_UTR,chrIV:602009-602198,-,none,chrIV,602009,602198,189
YDR079C-A,id002,three_prime_UTR,chrIV:603337-603593,-,none,chrIV,603337,603593,256
YDR079W,id002,three_prime_UTR,chrIV:603399-603703,+,none,chrIV,603399,603703,304
YDR080W,id001,three_prime_UTR,chrIV:606986-607552,+,none,chrIV,606986,607552,566
YDR081C,id001,three_prime_UTR,chrIV:607269-607304,-,none,chrIV,607269,607304,35
YDR082W,id001,three_prime_UTR,chrIV:611925-612108,+,none,chrIV,611925,612108,183
YDR083W,id001,three_prime_UTR,chrIV:613251-613375,+,none,chrIV,613251,613375,124
YDR084C,id001,three_prime_UTR,chrIV:611994-613405,-,none,chrIV,611994,613405,1411
YDR085C,id001,three_prime_UTR,chrIV:614204-614288,-,none,chrIV,614204,614288,84
YDR086C,id001,three_prime_UTR,chrIV:616213-616928,-,none,chrIV,616213,616928,715
YDR087C,id001,three_prime_UTR,chrIV:617317-617470,-,none,chrIV,617317,617470,153
YDR088C,id007,three_prime_UTR,chrIV:618308-618497,-,none,chrIV,618308,618497,189
YDR089W,id001,three_prime_UTR,chrIV:624721-624812,+,none,chrIV,624721,624812,91
YDR090C,id001,three_prime_UTR,chrIV:624684-625066,-,none,chrIV,624684,625066,382
YDR091C,id001,three_prime_UTR,chrIV:626366-626708,-,none,chrIV,626366,626708,342
YDR092W,id003,three_prime_UTR,chrIV:630605-630823,+,none,chrIV,630605,630823,218
YDR094W,id002,three_prime_UTR,chrIV:636175-636180,+,none,chrIV,636175,636180,5
YDR096W,id001,three_prime_UTR,chrIV:639823-640055,+,none,chrIV,639823,640055,232
YDR097C,id001,three_prime_UTR,chrIV:640027-640109,-,none,chrIV,640027,640109,82
YDR098C,id001,three_prime_UTR,chrIV:643879-644178,-,none,chrIV,643879,644178,299
YDR099W,id002,three_prime_UTR,chrIV:654428-654777,+,none,chrIV,654428,654777,349
YDR100W,id002,three_prime_UTR,chrIV:655444-655695,+,none,chrIV,655444,655695,251
YDR101C,id006,three_prime_UTR,chrIV:655565-655686,-,none,chrIV,655565,655686,121
YDR103W,id001,three_prime_UTR,chrIV:661103-661149,+,none,chrIV,661103,661149,46
YDR104C,id001,three_prime_UTR,chrIV:661137-661173,-,none,chrIV,661137,661173,36
YDR105C,id001,three_prime_UTR,chrIV:665269-665349,-,none,chrIV,665269,665349,80
YDR106W,id001,three_prime_UTR,chrIV:667858-667905,+,none,chrIV,667858,667905,47
YDR107C,id001,three_prime_UTR,chrIV:668652-669016,-,none,chrIV,668652,669016,364
YDR108W,id003,three_prime_UTR,chrIV:673365-673464,+,none,chrIV,673365,673464,99
YDR109C,id001,three_prime_UTR,chrIV:673372-673520,-,none,chrIV,673372,673520,148
YDR110W,id003,three_prime_UTR,chrIV:677802-678004,+,none,chrIV,677802,678004,202
YDR111C,id001,three_prime_UTR,chrIV:677782-678241,-,none,chrIV,677782,678241,459
YDR113C,id003,three_prime_UTR,chrIV:680393-680496,-,none,chrIV,680393,680496,103
YDR115W,id001,three_prime_UTR,chrIV:682492-682856,+,none,chrIV,682492,682856,364
YDR116C,id001,three_prime_UTR,chrIV:682491-682724,-,none,chrIV,682491,682724,233
YDR117C,id001,three_prime_UTR,chrIV:683679-683946,-,none,chrIV,683679,683946,267
YDR118W-A,id002,three_prime_UTR,chrIV:687884-688162,+,none,chrIV,687884,688162,278
YDR119W,id004,three_prime_UTR,chrIV:690533-690617,+,none,chrIV,690533,690617,84
YDR119W-A,id001,three_prime_UTR,chrIV:691214-691548,+,none,chrIV,691214,691548,334
YDR120C,id001,three_prime_UTR,chrIV:691334-691549,-,none,chrIV,691334,691549,215
YDR121W,id001,three_prime_UTR,chrIV:694175-694431,+,none,chrIV,694175,694431,256
YDR123C,id002,three_prime_UTR,chrIV:697814-698554,-,none,chrIV,697814,698554,740
YDR124W,id001,three_prime_UTR,chrIV:701289-701693,+,none,chrIV,701289,701693,404
YDR126W,id002,three_prime_UTR,chrIV:704244-704529,+,none,chrIV,704244,704529,285
YDR127W,id001,three_prime_UTR,chrIV:709250-709320,+,none,chrIV,709250,709320,70
YDR129C,id002,three_prime_UTR,chrIV:713195-713340,-,none,chrIV,713195,713340,145
YDR130C,id001,three_prime_UTR,chrIV:715361-715747,-,none,chrIV,715361,715747,386
YDR131C,id001,three_prime_UTR,chrIV:716688-716790,-,none,chrIV,716688,716790,102
YDR132C,id002,three_prime_UTR,chrIV:718596-718816,-,none,chrIV,718596,718816,220
YDR133C,id001,three_prime_UTR,chrIV:720766-720962,-,none,chrIV,720766,720962,196
YDR135C,id001,three_prime_UTR,chrIV:722898-723004,-,none,chrIV,722898,723004,106
YDR137W,id001,three_prime_UTR,chrIV:730250-730407,+,none,chrIV,730250,730407,157
YDR138W,id001,three_prime_UTR,chrIV:732836-733471,+,none,chrIV,732836,733471,635
YDR139C,id002,three_prime_UTR,chrIV:733411-733618,-,none,chrIV,733411,733618,207
YDR140W,id009,three_prime_UTR,chrIV:734803-735003,+,none,chrIV,734803,735003,200
YDR142C,id001,three_prime_UTR,chrIV:740347-740473,-,none,chrIV,740347,740473,126
YDR143C,id001,three_prime_UTR,chrIV:741848-742042,-,none,chrIV,741848,742042,194
YDR144C,id001,three_prime_UTR,chrIV:743921-744311,-,none,chrIV,743921,744311,390
YDR145W,id002,three_prime_UTR,chrIV:748357-748557,+,none,chrIV,748357,748557,200
YDR146C,id001,three_prime_UTR,chrIV:748547-748613,-,none,chrIV,748547,748613,66
YDR147W,id001,three_prime_UTR,chrIV:753235-753272,+,none,chrIV,753235,753272,37
YDR148C,id001,three_prime_UTR,chrIV:753348-753675,-,none,chrIV,753348,753675,327
YDR151C,id001,three_prime_UTR,chrIV:763860-764178,-,none,chrIV,763860,764178,318
YDR152W,id001,three_prime_UTR,chrIV:766503-766591,+,none,chrIV,766503,766591,88
YDR153C,id001,three_prime_UTR,chrIV:766491-766736,-,none,chrIV,766491,766736,245
YDR154C,id001,three_prime_UTR,chrIV:768346-768403,-,none,chrIV,768346,768403,57
YDR155C,id001,three_prime_UTR,chrIV:768405-768512,-,none,chrIV,768405,768512,107
YDR156W,id002,three_prime_UTR,chrIV:769938-770031,+,none,chrIV,769938,770031,93
YDR158W,id001,three_prime_UTR,chrIV:771454-771679,+,none,chrIV,771454,771679,225
YDR161W,id001,three_prime_UTR,chrIV:780206-780428,+,none,chrIV,780206,780428,222
YDR162C,id002,three_prime_UTR,chrIV:780179-780390,-,none,chrIV,780179,780390,211
YDR163W,id001,three_prime_UTR,chrIV:781950-782055,+,none,chrIV,781950,782055,105
YDR164C,id001,three_prime_UTR,chrIV:781858-782041,-,none,chrIV,781858,782041,183
YDR165W,id001,three_prime_UTR,chrIV:786205-786857,+,none,chrIV,786205,786857,652
YDR166C,id001,three_prime_UTR,chrIV:786206-786306,-,none,chrIV,786206,786306,100
YDR167W,id001,three_prime_UTR,chrIV:790069-790262,+,none,chrIV,790069,790262,193
YDR168W,id002,three_prime_UTR,chrIV:791848-792106,+,none,chrIV,791848,792106,258
YDR169C,id001,three_prime_UTR,chrIV:791954-792348,-,none,chrIV,791954,792348,394
YDR171W,id001,three_prime_UTR,chrIV:807748-807843,+,none,chrIV,807748,807843,95
YDR172W,id001,three_prime_UTR,chrIV:810381-810560,+,none,chrIV,810381,810560,179
YDR173C,id001,three_prime_UTR,chrIV:810425-810565,-,none,chrIV,810425,810565,140
